electrovalve_north,electrovalve_south,electrovalve_east,electrovalve_west,bomba
-0.36217015981674194,1.0,0.10040202736854553,-0.4379281997680664,0.11559469252824783
0.9122433662414551,1.0,-1.0,-1.0,-1.0
-0.8050976991653442,0.11540591716766357,-1.0,-1.0,-1.0
-1.0,1.0,-0.7414268255233765,-1.0,-1.0
-0.6516066193580627,0.24191410839557648,-1.0,-1.0,-1.0
-0.12774640321731567,0.46023523807525635,-0.6934319734573364,-1.0,-1.0
0.6581474542617798,0.11217452585697174,-0.7010560631752014,-1.0,-1.0
-1.0,1.0,-1.0,-1.0,-1.0
-1.0,-0.6230078935623169,-1.0,-1.0,-1.0
-1.0,-0.9257359504699707,-0.8559828996658325,-0.7078649401664734,-1.0
-1.0,0.7225239872932434,-0.3773179054260254,-1.0,-1.0
-1.0,-0.5040987730026245,-1.0,-1.0,-1.0
1.0,0.14902740716934204,-1.0,-0.9164762496948242,-1.0
-0.6421160101890564,1.0,-1.0,-0.8595132231712341,-1.0
-1.0,0.1640213131904602,-1.0,-1.0,-1.0
-0.7967230081558228,0.8397363424301147,-1.0,-1.0,-0.4167417287826538
0.5896168351173401,-0.07790789008140564,1.0,-1.0,-1.0
-1.0,-0.2875317633152008,-1.0,-0.9290744066238403,-1.0
-0.0003566741943359375,-0.3996230959892273,-0.7063648700714111,-0.7196840047836304,0.025462210178375244
-0.430105060338974,-0.7724901437759399,0.2068633735179901,-1.0,0.6529780030250549
1.0,1.0,-0.9704917073249817,1.0,-0.5020606517791748
-1.0,1.0,0.6773986220359802,-1.0,0.43763595819473267
-0.29966437816619873,1.0,-1.0,0.41881731152534485,-0.37024247646331787
-1.0,0.7282934188842773,-0.6834710836410522,-1.0,-0.9106603264808655
-0.8916056156158447,0.2893734872341156,1.0,1.0,1.0
-0.9903400540351868,-0.2185189425945282,1.0,1.0,1.0
-0.324978768825531,1.0,1.0,0.4528917074203491,1.0
-1.0,0.5419049263000488,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.7358667850494385,-0.012251615524291992,1.0,1.0,1.0
-1.0,0.7730350494384766,1.0,1.0,1.0
0.7132678627967834,-1.0,1.0,1.0,1.0
-0.8636474609375,-1.0,1.0,1.0,1.0
0.6921297907829285,-1.0,1.0,1.0,1.0
-1.0,-0.961617112159729,1.0,1.0,1.0
0.3395300805568695,-1.0,1.0,1.0,1.0
-0.6951525807380676,-1.0,1.0,1.0,1.0
-0.7223080396652222,-1.0,1.0,1.0,1.0
-0.2727821469306946,-1.0,1.0,1.0,1.0
-0.514625608921051,-1.0,1.0,1.0,1.0
-0.15515248477458954,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.1936779022216797,-1.0,1.0,1.0,1.0
0.02352628856897354,-0.5018589496612549,1.0,1.0,1.0
-1.0,-0.9424004554748535,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
0.9942389726638794,-1.0,1.0,1.0,1.0
-0.7663818597793579,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.8825141191482544,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.807815432548523,-1.0,1.0,1.0,1.0
-0.8687750101089478,-1.0,1.0,1.0,1.0
-0.03870964050292969,-1.0,1.0,1.0,1.0
-0.35299572348594666,-1.0,1.0,1.0,1.0
-0.2182050198316574,-0.6510179042816162,0.5271333456039429,1.0,1.0
-0.2414877563714981,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.1820869892835617,-1.0,1.0,1.0,1.0
-0.6677324771881104,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.3016202449798584,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.7792613506317139,-1.0,1.0,1.0,1.0
0.23165559768676758,-1.0,1.0,1.0,1.0
-0.8302901983261108,-1.0,1.0,1.0,1.0
-0.6637610197067261,-1.0,1.0,1.0,1.0
-0.9350450038909912,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.9498518109321594,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.8154877424240112,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.45214420557022095,-1.0,1.0,1.0,1.0
-1.0,-0.21905386447906494,1.0,1.0,1.0
0.7522711753845215,-1.0,1.0,1.0,1.0
-0.4067037105560303,-1.0,1.0,1.0,1.0
0.18638956546783447,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.16981732845306396,-1.0,1.0,1.0,1.0
-1.0,-0.5039540529251099,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.5043737888336182,-1.0,1.0,1.0,1.0
-0.60406494140625,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-0.4986238479614258,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-0.9966236352920532,1.0,1.0,1.0
-1.0,-0.747086763381958,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.47695112228393555,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.786824107170105,-1.0,1.0,1.0,1.0
0.11835533380508423,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.8716487884521484,-1.0,1.0,1.0,1.0
1.0,-0.7948353290557861,1.0,1.0,1.0
-0.5726181864738464,-1.0,1.0,1.0,1.0
0.45890456438064575,-1.0,1.0,1.0,1.0
-0.21425724029541016,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.7641252279281616,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.43451303243637085,-1.0,1.0,1.0,1.0
-0.6110649108886719,-1.0,1.0,1.0,1.0
0.6211090087890625,-0.7176176309585571,0.784967303276062,1.0,1.0
-0.5288844704627991,-1.0,1.0,1.0,1.0
0.6961519718170166,-0.8190945386886597,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.9921181201934814,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.3759099245071411,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.5164400339126587,-1.0,1.0,1.0,1.0
0.1441512107849121,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.7233200669288635,-1.0,1.0,1.0,1.0
-0.4421098232269287,-1.0,1.0,1.0,1.0
-0.7164593935012817,-1.0,1.0,1.0,1.0
-0.668081521987915,-1.0,1.0,1.0,1.0
-0.7180691957473755,-1.0,1.0,1.0,1.0
-0.30712828040122986,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-0.3465518355369568,-1.0,1.0,1.0,1.0
-0.19449317455291748,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.08049070090055466,-1.0,1.0,1.0,1.0
0.1577470302581787,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.4734644889831543,-1.0,1.0,1.0,1.0
0.2985423505306244,-1.0,1.0,1.0,1.0
0.4924595355987549,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.2615323066711426,-1.0,1.0,1.0,1.0
-0.1760196089744568,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.19551146030426025,-1.0,1.0,1.0,1.0
0.151786208152771,-1.0,1.0,1.0,1.0
-1.0,-1.0,0.819699764251709,1.0,1.0
-0.8131937980651855,-1.0,1.0,1.0,1.0
-0.8535095453262329,-1.0,1.0,1.0,1.0
0.1426476240158081,-1.0,1.0,1.0,1.0
-0.9520742893218994,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.031767308712005615,-1.0,1.0,1.0,1.0
-0.07848155498504639,-1.0,1.0,1.0,1.0
-0.39251959323883057,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.003388524055480957,-1.0,1.0,1.0,1.0
-0.9908381700515747,-1.0,1.0,1.0,1.0
0.34930911660194397,-1.0,1.0,1.0,1.0
-0.9203885793685913,-0.9285076856613159,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.7265483140945435,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.4045330584049225,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
0.2935989201068878,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-0.7005370855331421,1.0,1.0,1.0
0.25751060247421265,-1.0,1.0,1.0,1.0
-0.36668646335601807,-0.6299499273300171,1.0,1.0,1.0
0.7681349515914917,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,0.11999106407165527,1.0,1.0,1.0
-0.417885422706604,-1.0,1.0,1.0,1.0
-0.2818271815776825,-1.0,1.0,1.0,1.0
0.15204429626464844,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.924199104309082,-1.0,1.0,1.0,1.0
0.39569446444511414,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.6464893221855164,-1.0,1.0,1.0,1.0
-0.6869621276855469,0.26904892921447754,1.0,1.0,1.0
0.4380522668361664,-1.0,1.0,1.0,1.0
0.006589055061340332,1.0,-0.7060724496841431,-1.0,-1.0
-1.0,1.0,-1.0,-1.0,-1.0
-1.0,-0.8243632316589355,-1.0,-1.0,-0.9720737338066101
-0.29309770464897156,1.0,-1.0,-0.9063820838928223,-1.0
-0.5022921562194824,0.32387202978134155,-0.7835395336151123,0.020266205072402954,-0.47624891996383667
-0.05190649628639221,1.0,-0.7159869074821472,-0.21788358688354492,-1.0
-0.4803813099861145,1.0,-1.0,0.030088722705841064,-1.0
-1.0,1.0,-0.13096004724502563,-0.3827446699142456,-1.0
-0.37400180101394653,1.0,-0.690397322177887,-1.0,-0.9118759036064148
-0.6498621106147766,0.7890156507492065,-1.0,-1.0,-0.7145618200302124
1.0,1.0,-0.2763706147670746,-0.29993754625320435,-1.0
-0.16554893553256989,1.0,-1.0,-0.22926104068756104,-0.7759686708450317
0.18976247310638428,1.0,-0.7865003347396851,-0.4204992651939392,-1.0
-0.48551857471466064,1.0,0.0497627854347229,-0.09501173347234726,-0.8895430564880371
-0.10377185046672821,1.0,0.47417330741882324,-0.33910441398620605,-0.5458457469940186
0.7080910205841064,1.0,-1.0,-0.3940078318119049,-0.8320632576942444
-0.5770279765129089,1.0,-0.7341182231903076,0.049019381403923035,-0.7742909789085388
-1.0,1.0,-1.0,1.0,0.07990109920501709
0.04828996956348419,0.4642333984375,1.0,-0.8417584300041199,-0.09551715850830078
1.0,0.856957197189331,0.17941665649414062,0.7161374092102051,0.147390216588974
0.6364490985870361,-0.5635592937469482,1.0,-0.17504602670669556,1.0
0.13210919499397278,1.0,-0.40883752703666687,0.44238436222076416,0.8038506507873535
0.19875839352607727,1.0,0.26580387353897095,0.3512384295463562,-1.0
-0.15698066353797913,-0.28832852840423584,-1.0,0.8433064222335815,-0.5153836011886597
-0.9101870059967041,1.0,0.20495259761810303,-1.0,-1.0
-0.7499645352363586,0.3090829849243164,-0.6803284287452698,0.280492901802063,-0.7196845412254333
0.12369704246520996,0.34730303287506104,1.0,-1.0,-1.0
-0.0712820291519165,1.0,-1.0,0.6186004281044006,-1.0
0.6296130418777466,1.0,-1.0,-0.7900278568267822,-0.427784264087677
-1.0,1.0,-0.1619301736354828,0.7762051820755005,-1.0
0.7831820249557495,1.0,-0.9459162354469299,-0.9487887024879456,-1.0
-0.22351521253585815,0.9987272620201111,0.20298701524734497,-0.4960859715938568,-0.06866008043289185
0.8542618751525879,1.0,-1.0,0.3113958239555359,-0.5137263536453247
-1.0,0.7465808391571045,-0.7603732943534851,0.4514577388763428,-1.0
-1.0,1.0,-1.0,0.9595822691917419,-1.0
-1.0,1.0,-1.0,-0.098094142973423,-1.0
-0.2939322292804718,0.4284170866012573,-1.0,-0.08500408381223679,-1.0
-0.5658903121948242,1.0,-1.0,-0.25114086270332336,-1.0
-1.0,-1.0,-0.7191376686096191,0.3386894464492798,-1.0
-1.0,1.0,0.04163694381713867,-1.0,-0.9520685076713562
-1.0,1.0,-1.0,0.4303194582462311,-1.0
-1.0,1.0,-1.0,-0.6762785315513611,-1.0
0.5998845100402832,-0.5456474423408508,-1.0,0.13944876194000244,0.5318083763122559
-0.7787784934043884,1.0,1.0,-0.7003830671310425,-0.02143305540084839
0.5915769338607788,1.0,-0.3867129683494568,1.0,0.5795533657073975
-1.0,1.0,0.1567908525466919,0.7443838119506836,-0.8110860586166382
-0.013896733522415161,0.3214920163154602,-0.1324790120124817,0.10269469022750854,0.10870587825775146
1.0,0.28165632486343384,1.0,-0.7269893884658813,-0.3347158432006836
-0.8833014965057373,1.0,-1.0,-0.43318116664886475,-1.0
-0.1937667280435562,1.0,-1.0,0.670616865158081,-1.0
-0.40087997913360596,0.8545169830322266,-1.0,-1.0,-0.7372696995735168
0.15780189633369446,0.07929402589797974,-0.15097969770431519,-0.1213311180472374,-1.0
-0.3841455280780792,0.6076067686080933,-1.0,-0.6244696378707886,-0.8781428933143616
0.5813004970550537,1.0,0.25342273712158203,0.31000393629074097,-1.0
-0.5763429403305054,1.0,-0.127560555934906,1.0,-0.1374814510345459
-0.8615549802780151,0.8742097020149231,0.2085208296775818,0.3100413382053375,-0.12651175260543823
1.0,1.0,0.03389957547187805,-0.8922287821769714,-0.5691837072372437
0.09755879640579224,0.25395143032073975,-0.18501371145248413,0.8124282956123352,-1.0
-1.0,1.0,-1.0,-0.28828638792037964,-0.9585740566253662
-0.07511302828788757,0.6884626746177673,-0.8673451542854309,-0.4926025867462158,-1.0
-1.0,1.0,-1.0,-1.0,-1.0
0.6606921553611755,-0.36505597829818726,-1.0,0.6554177403450012,-0.6797714233398438
-1.0,0.735088050365448,0.6442502737045288,-0.4508070945739746,-0.9010239243507385
0.7973687648773193,0.4807896018028259,-0.5020891427993774,0.3876633644104004,-0.5257368087768555
-1.0,1.0,0.5135223865509033,-0.5866459012031555,-1.0
-0.945924699306488,1.0,-0.31890133023262024,0.12924502789974213,-0.644475519657135
1.0,-0.05207216739654541,-0.7087259888648987,0.10096827149391174,0.22157910466194153
-0.3544189929962158,1.0,0.04627291113138199,0.21570873260498047,0.3563702702522278
0.05886673927307129,0.5775246620178223,1.0,-0.14142835140228271,1.0
-0.6063611507415771,1.0,0.23890210688114166,1.0,0.8595691323280334
-0.2615407705307007,0.8411259651184082,0.06123912334442139,-0.727590024471283,-0.4446134865283966
0.12190869450569153,0.7861695289611816,-0.4410102367401123,1.0,-0.17664407193660736
-1.0,1.0,-1.0,-0.7104296684265137,-1.0
-0.8257409334182739,1.0,-1.0,-1.0,-1.0
-0.20892465114593506,1.0,-1.0,-1.0,-1.0
-0.5945834517478943,1.0,-1.0,-0.31514906883239746,-1.0
-1.0,0.44045400619506836,-1.0,-1.0,-1.0
-0.9751447439193726,0.8005931377410889,-1.0,-0.6480792164802551,-1.0
0.6033796072006226,0.907431960105896,-1.0,1.0,-1.0
-1.0,-0.20969605445861816,-0.9349454045295715,1.0,0.06067579984664917
1.0,1.0,0.38999712467193604,-1.0,-0.07229754328727722
-0.17318573594093323,1.0,-0.5011060833930969,0.2101098597049713,0.3972632884979248
1.0,1.0,1.0,-1.0,-0.5480166077613831
1.0,0.44377565383911133,1.0,-0.5441218614578247,-1.0
1.0,-1.0,-0.12651455402374268,-0.9467334151268005,-0.2766455411911011
0.27278321981430054,1.0,0.3995766043663025,0.5093661546707153,-1.0
-0.4652594327926636,0.6652026176452637,-0.03711415082216263,-0.8571438193321228,-1.0
