,evaluation_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_comfort_penalty,std_comfort_penalty,mean_energy_penalty,std_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
0,1,-51.27201812747708,33.2893676186667,-48.08914054510487,33.567809092505975,-3.182877582372202,2.0078987373178174,-3.8471312436083904,2.685424727400478,-6.365755164744404,4.015797474635635,3.8471312436083904,2.685424727400478,1124.1022686588267,441.3744537999158,10224834.235720688,98.25197889182058,9096.0,8760.333333333334,0.0,1.0
1,2,-22.779254333210798,23.77163537041114,-19.48197077922018,24.426453412241358,-3.297283553990618,2.1545308995938837,-1.5585576623376143,1.9541162729793085,-6.594567107981236,4.309061799187767,1.5585576623376143,1.9541162729793085,1163.1695244904392,508.48020792421033,10580189.994765036,78.7928759894459,9096.0,8760.333333333334,0.0,1.0
2,3,-22.47900262291483,23.838846728111015,-19.193878923625615,24.279317261698708,-3.285123699289215,2.1648493680309175,-1.535510313890049,1.9423453809358966,-6.57024739857843,4.329698736061835,1.535510313890049,1.9423453809358966,1156.87038648969,510.8873413245543,10522893.03551022,81.15655233069481,9096.0,8760.333333333334,0.0,1.0
3,4,-23.16416630148226,28.9284120410038,-19.93307075204978,29.251992455205556,-3.231095549432483,2.214323658039045,-1.5946456601639822,2.3401593964164444,-6.462191098864966,4.42864731607809,1.5946456601639822,2.3401593964164444,1137.791814832607,537.3811903775841,10349354.347717393,82.42084432717678,9096.0,8760.5,0.0,1.0
4,5,-22.019973695301193,23.72742173761066,-18.731747693738832,24.16274455600949,-3.2882260015623617,2.1859827450188662,-1.4985398154991068,1.9330195644807593,-6.576452003124723,4.3719654900377325,1.4985398154991068,1.9330195644807593,1154.1273604782004,517.4610574417276,11024224.54728777,81.10343383584589,9552.0,8760.333333333334,0.0,1.0
5,6,-23.687203278572124,30.674929304393334,-20.462156722307007,31.11066163449516,-3.225046556265117,2.2573567451870185,-1.63697253778456,2.488852930759613,-6.450093112530234,4.514713490374037,1.63697253778456,2.488852930759613,1123.1559186140732,543.0000438403656,10728385.334601628,83.90912897822446,9552.0,8760.5,0.0,1.0
6,7,-20.788285921416747,22.172009427480937,-17.567075722378725,22.65492658236787,-3.221210199038022,2.2269920643692305,-1.405366057790298,1.8123941265894299,-6.442420398076044,4.453984128738461,1.405366057790298,1.8123941265894299,1123.195680651998,538.8545334588142,10728765.141587883,78.25586264656617,9552.0,8760.5,0.0,1.0
7,8,-20.702888009475316,22.346762422524964,-17.467761919364243,22.84800806341442,-3.2351260901110788,2.232626311022953,-1.3974209535491395,1.8278406450731537,-6.4702521802221575,4.465252622045906,1.3974209535491395,1.8278406450731537,1130.922906358861,536.2082647390113,10829717.751292452,76.37844611528823,9576.0,8760.5,0.0,1.0
8,9,-21.28981729852487,23.671913865448662,-18.07786636513387,24.147729179661933,-3.211950933391,2.251792979531882,-1.4462293092107095,1.931818334372955,-6.423901866782,4.503585959063764,1.4462293092107095,1.931818334372955,1127.2133330242345,550.451036198429,10253132.477188438,74.50527704485488,9096.0,8760.5,0.0,1.0
9,10,-21.333067167952294,23.941072594697236,-18.12970285611895,24.39786338432216,-3.2033643118333446,2.215545580337758,-1.450376228489516,1.951829070745773,-6.406728623666689,4.431091160675516,1.450376228489516,1.951829070745773,1129.7360776920987,545.2369618249039,10276079.362687329,74.02154793315742,9096.0,8760.5,0.0,1.0
10,11,-21.355219560095843,23.990270035547432,-18.139240284988713,24.41103503686319,-3.215979275107135,2.2285030284223546,-1.451139222799097,1.9528828029490553,-6.43195855021427,4.457006056844709,1.451139222799097,1.9528828029490553,1130.9474798017243,542.3677089019124,10287098.276276484,73.91160949868075,9096.0,8760.5,0.0,1.0
11,12,-20.52261036024871,23.10723662262719,-17.303268598594418,23.51754447734602,-3.2193417616542925,2.2330611133638594,-1.3842614878875532,1.8814035581876816,-6.438683523308585,4.466122226727719,1.3842614878875532,1.8814035581876816,1130.3341015178828,542.2739082426526,10796951.337698817,74.3823283082077,9552.0,8760.5,0.0,1.0
12,13,-20.924771835112747,23.652490782504067,-17.745238485892205,24.069223926203843,-3.1795333492205384,2.23219845766269,-1.4196190788713767,1.9255379140963078,-6.359066698441077,4.46439691532538,1.4196190788713767,1.9255379140963078,1122.6689330111462,553.1403021606594,10211796.614669386,72.16358839050132,9096.0,8760.5,0.0,1.0
13,14,-20.08775379690392,23.239851204709684,-16.90119800260971,23.628137044949487,-3.1865557942942124,2.2208588852882727,-1.3520958402087768,1.8902509635959588,-6.373111588588425,4.441717770576545,1.3520958402087768,1.8902509635959588,1122.9968537111936,546.1395897926867,10726865.94664932,73.09463986599664,9552.0,8760.5,0.0,1.0
14,15,-20.339909391145905,23.287298593667572,-17.161625748690938,23.650777974395528,-3.1782836424549648,2.245053798354844,-1.3729300598952752,1.8920622379516423,-6.3565672849099295,4.490107596709688,1.3729300598952752,1.8920622379516423,1116.9083428356575,555.7746074371435,10668708.490766201,74.18341708542714,9552.0,8760.333333333334,0.0,1.0
15,16,-21.68452048887473,28.091936166521357,-18.531804226357426,28.43787369812041,-3.152716262517302,2.2526339780665596,-1.482544338108594,2.2750298958496327,-6.305432525034604,4.505267956133119,1.482544338108594,2.2750298958496327,1110.9703931666534,563.1314126077202,10105386.696243878,74.7471416007036,9096.0,8760.5,0.0,1.0
16,17,-20.444343542587152,22.71766480799862,-17.294140798144795,23.113126151670528,-3.1502027444423613,2.249042976739762,-1.3835312638515833,1.8490500921336424,-6.3004054888847225,4.498085953479524,1.3835312638515833,1.8490500921336424,1109.0890455838528,560.7254218169923,10088273.958630726,73.603781882146,9096.0,8760.333333333334,0.0,1.0
17,18,-20.583668154457985,22.144379654525316,-17.415487952319634,22.56086444293576,-3.168180202138351,2.2329629567046845,-1.3932390361855709,1.8048691554348608,-6.336360404276702,4.465925913409369,1.3932390361855709,1.8048691554348608,1116.1699608455115,551.4787450893783,10152681.963850772,73.55980650835532,9096.0,8760.333333333334,0.0,1.0
18,19,-20.167601112356095,22.94846267569992,-16.975192841292255,23.33368153046175,-3.192408271063841,2.2432592226591996,-1.3580154273033804,1.8666945224369402,-6.384816542127682,4.486518445318399,1.3580154273033804,1.8666945224369402,1121.487256339969,550.2731503896123,10201048.083668359,71.64687774846085,9096.0,8760.333333333334,0.0,1.0
19,20,-20.163999999103908,22.779925438322277,-16.978732701819666,23.124652972005542,-3.1852672972842386,2.244110808679567,-1.3582986161455737,1.8499722377604435,-6.370534594568477,4.488221617359134,1.3582986161455737,1.8499722377604435,1118.4955082948068,552.0960698692584,10173835.143449562,73.12005277044855,9096.0,8760.333333333334,0.0,1.0
20,21,-19.51174789820207,22.257255754228247,-16.345241359485065,22.58749733300583,-3.1665065387170084,2.2007138650335882,-1.3076193087588053,1.8069997866404666,-6.333013077434017,4.4014277300671765,1.3076193087588053,1.8069997866404666,1116.123145224193,548.1513513558017,10661208.283181492,73.39824120603015,9552.0,8760.333333333334,0.0,1.0
21,22,-19.546731789629828,21.88186850057678,-16.345911325257966,22.28658860463085,-3.200820464371858,2.216349248997934,-1.3076729060206373,1.7829270883704682,-6.401640928743716,4.432698497995868,1.3076729060206373,1.7829270883704682,1124.3662235323904,541.3124659993653,10227235.169250624,71.71284080914688,9096.0,8760.333333333334,0.0,1.0
22,23,-19.696719557556897,22.316581123324426,-16.553379917309357,22.636316524063474,-3.1433396402475333,2.2289396879465015,-1.3242703933847488,1.810905321925078,-6.286679280495067,4.457879375893003,1.3242703933847488,1.810905321925078,1106.5030347891695,556.1034332432591,10064751.604442285,72.35048372911169,9096.0,8760.333333333334,0.0,1.0
23,24,-19.36175667411796,21.95939021024891,-16.22918609516629,22.325294614732712,-3.132570578951666,2.234325639631754,-1.2983348876133034,1.7860235691786168,-6.265141157903332,4.468651279263508,1.2983348876133034,1.7860235691786168,1103.895460923847,561.4433237388232,10041033.112563312,70.43755496921725,9096.0,8760.333333333334,0.0,1.0
24,25,-19.24244159915945,22.299909532718946,-16.088912659667756,22.694902541189226,-3.153528939491697,2.225820333632622,-1.28711301277342,1.815592203295138,-6.307057878983394,4.451640667265244,1.28711301277342,1.815592203295138,1110.3936638065736,556.9088458611556,10100140.765984593,69.97581354441513,9096.0,8760.333333333334,0.0,1.0
