energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,avg_pmv,price_kwh,TimeLimit.truncated
,,,,,,,,
-3.13870711142496,-0.0,-6.27741422284992,-0.0,1377.8345528643372,0.0,0.36995969955566216,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.3450652852756066,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.2515265602102389,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.14264362397404282,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.021634577202028105,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0751426407715341,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.16255183916216484,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.20704641386224099,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.24386820235385728,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.27055150860405036,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2905874524165539,4.556,False
-1.6041576585676744,-0.0,-3.208315317135349,-0.0,704.1956358945015,0.0,-0.297690440934468,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2884358483815607,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.28241713185735134,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2892359442419894,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3059268315823354,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3293648333772653,11.493,False
-1.4143555386289066,-0.4090947830180064,-2.8287110772578132,-0.03272758264144051,246.12469131278283,0.03272758264144051,-0.36513560088506464,11.493,False
-0.0,-1.031017084585838,-0.0,-0.08248136676686704,0.0,0.08248136676686704,-0.40050096753563597,11.493,False
-0.0,-1.6883560699765032,-0.0,-0.13506848559812026,0.0,0.13506848559812026,-0.44182703386344485,11.493,False
-0.0,-2.9599692376427624,-0.0,-0.236797539011421,0.0,0.236797539011421,-0.48552859599727777,11.493,False
-0.0,-4.294589308596708,-0.0,-0.3435671446877367,0.0,0.3435671446877367,-0.5257464864041805,4.556,False
-0.0,-5.826868876195757,-0.0,-0.4661495100956605,0.0,0.4661495100956605,-0.5695940381630736,4.556,False
-0.0,-36.286488883903324,-0.0,-2.902919110712266,0.0,2.902919110712266,-1.0932485807139356,4.556,False
-3.6175006499741746,-69.06155842720987,-7.235001299948349,-5.5249246741767895,1588.016088662939,5.5249246741767895,-1.4412632830801246,4.556,False
-3.1208763630836924,-81.05382689424812,-6.241752726167385,-6.484306151539849,1370.007183092051,6.484306151539849,-1.5421712437797481,4.556,False
-3.7866471634235896,-92.97872330646713,-7.573294326847179,-7.43829786451737,1662.268289474798,7.43829786451737,-1.6284587519570344,4.556,False
-3.5734087568600175,-92.12422424861626,-7.146817513720035,-7.369937939889301,1568.660560518006,7.369937939889301,-1.6239150816192236,4.556,False
-3.5662099808668932,-93.71874098046426,-7.1324199617337865,-7.497499278437141,1565.5004305824816,7.497499278437141,-1.631611542497459,4.556,False
-3.6617675195612054,-99.07741937979063,-7.323535039122411,-7.926193550383251,1607.4484282533824,7.926193550383251,-1.668628617926008,4.556,False
-3.6635881945275064,-102.63110335589825,-7.327176389055013,-8.21048826847186,1608.2476709953935,8.21048826847186,-1.7026158138989704,4.556,False
-3.4517298833027064,-98.71443587513613,-6.903459766605413,-7.8971548700108904,1515.2457784471933,7.8971548700108904,-1.67811217694461,4.556,False
-3.0684991607075833,-91.70655471978448,-6.136998321415167,-7.336524377582759,1347.0145569392375,7.336524377582759,-1.6313377888653753,4.556,False
-3.2584162429861028,-85.32933967316049,-6.5168324859722055,-6.826347173852839,1430.3846545154095,6.826347173852839,-1.577623074415845,4.556,False
-3.174719939259353,-80.86238764193229,-6.349439878518706,-6.468991011354583,1393.643520307003,6.468991011354583,-1.5397385061770095,4.556,False
-3.121499577796231,-76.4730897937091,-6.242999155592462,-6.117847183496727,1370.280762860505,6.117847183496727,-1.4921045354225206,4.556,False
-3.079405888219985,-75.19132447341829,-6.15881177643997,-6.015305957873464,1351.8024092273859,6.015305957873464,-1.4621329373869125,4.556,False
-3.045988271374355,-75.3460860670344,-6.09197654274871,-6.027686885362753,1337.1326915602963,6.027686885362753,-1.4395974598366135,4.556,False
-3.4625405564099285,-77.54925423142154,-6.925081112819857,-6.203940338513724,1519.9914646224445,6.203940338513724,-1.4461682267351665,4.556,False
-3.175558747724821,-78.66016904937744,-6.351117495449642,-6.292813523950196,1394.0117417580425,6.292813523950196,-1.4640667251526651,4.556,False
-3.089821530004519,-79.67913710774943,-6.179643060009038,-6.374330968619954,1356.3746839352586,6.374330968619954,-1.4746614779183533,4.556,False
-3.045755097067857,-80.71939350945246,-6.091510194135714,-6.457551480756197,1337.0303323388312,6.457551480756197,-1.4740901513449127,4.556,False
-3.016039195318109,-81.80187826241327,-6.032078390636218,-6.544150260993062,1323.985599349477,6.544150260993062,-1.4669020579065544,4.556,False
-3.4524968583643916,-82.81429851365364,-6.904993716728783,-6.625143881092291,1515.5824663583808,6.625143881092291,-1.4651924999359078,4.556,False
-3.159205782932132,-83.47519593850227,-6.318411565864264,-6.678015675080181,1386.833091717354,6.678015675080181,-1.4844512887319532,4.556,False
