energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,avg_pmv,price_kwh
,,,,,,,
-0.5595351196646381,-0.0,-1.1190702393292762,-0.0,245.62560125752327,0.0,0.3602257032601639,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.301068380681728,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.18429285003692134,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0546163462138061,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.06226014727990888,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.16140014500859887,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.23526249322766032,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.27559326458220135,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3052578033167797,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3227207064007174,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3352380820956113,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.34369778809782386,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3495956961714984,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3561029118277228,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3669503099932802,4.556
-0.0,-0.07728007986390184,-0.0,-0.0061824063891121476,0.0,0.0061824063891121476,-0.3824596028801765,4.556
-0.0,-0.6219469509776822,-0.0,-0.04975575607821457,0.0,0.04975575607821457,-0.40613391363677326,11.493
-0.0,-1.5673942213837513,-0.0,-0.1253915377107001,0.0,0.1253915377107001,-0.43778876618702167,11.493
-0.0,-2.6456561075417895,-0.0,-0.21165248860334315,0.0,0.21165248860334315,-0.4724168497383079,11.493
-0.0,-3.805781823129978,-0.0,-0.3044625458503982,0.0,0.3044625458503982,-0.5079639924109866,11.493
-0.0,-5.060344908972304,-0.0,-0.40482759271778435,0.0,0.40482759271778435,-0.5445458665022187,11.493
-0.0,-6.353828426550597,-0.0,-0.5083062741240477,0.0,0.5083062741240477,-0.580545579911253,4.556
-0.0,-7.694656592176879,-0.0,-0.6155725273741504,0.0,0.6155725273741504,-0.6162239965818325,4.556
-0.9077474008076778,-35.36903396910402,-1.8154948016153556,-2.829522717528321,398.4843726109209,2.829522717528321,-1.0836641019276672,4.556
-3.5074043121340712,-60.30780990340664,-7.0148086242681424,-4.824624792272531,1539.685826222156,4.824624792272531,-1.361992548842082,4.556
-0.0,-77.78132619639703,-0.0,-6.222506095711762,0.0,6.222506095711762,-1.5166196153774756,4.556
-3.6189613391660855,-99.85438352884898,-7.237922678332171,-7.988350682307919,1588.6573042871314,7.988350682307919,-1.6900915384775033,4.556
-3.424959967164405,-116.23735953998806,-6.84991993432881,-9.298988763199045,1503.494278825463,9.298988763199045,-1.7992601667406325,4.556
-3.6373864660527206,-120.66925660956464,-7.274772932105441,-9.653540528765172,1596.7455952821426,9.653540528765172,-1.825967931942893,4.556
-3.6757591359895407,-124.14520226699865,-7.3515182719790815,-9.931616181359892,1613.5904898988326,9.931616181359892,-1.839216407717318,4.556
-3.668742324704486,-115.45557654727699,-7.337484649408972,-9.236446123782159,1610.5102391152263,9.236446123782159,-1.7939311197918053,4.556
-3.659286205039461,-109.37902760229426,-7.318572410078922,-8.75032220818354,1606.3591769268924,8.75032220818354,-1.7595209761288366,4.556
-3.6464429744012543,-105.4162674196796,-7.292885948802509,-8.433301393574368,1600.7212354702608,8.433301393574368,-1.7350562160020724,4.556
-3.6354853839931325,-102.99926631692662,-7.270970767986265,-8.23994130535413,1595.911055308662,8.23994130535413,-1.7182327304601983,4.556
-3.4103927194102885,-100.12224262755367,-6.820785438820577,-8.009779410204294,1497.0995256410397,8.009779410204294,-1.698909257883412,4.556
-3.577978672794527,-96.90509150595543,-7.155957345589054,-7.7524073204764345,1570.6666693566845,7.7524073204764345,-1.6793198613224132,4.556
-3.343838725652771,-94.6661635321159,-6.687677451305542,-7.573293082569272,1467.8835494524897,7.573293082569272,-1.6642816488910945,4.556
-3.554727480017643,-92.49527142477321,-7.109454960035286,-7.3996217139818565,1560.45982441512,7.3996217139818565,-1.6479848513449884,4.556
-3.3106550646477997,-91.51757600847246,-6.621310129295599,-7.3214060806777965,1453.3165340859523,7.3214060806777965,-1.6397295393662084,4.556
-3.542349406914694,-90.56174270502144,-7.084698813829388,-7.244939416401715,1555.026078540252,7.244939416401715,-1.630432159272095,4.556
-3.2922117462743494,-90.49346499412862,-6.584423492548699,-7.239477199530289,1445.22025736363,7.239477199530289,-1.6287683235461519,4.556
-3.535701858145482,-90.26783872877752,-7.071403716290964,-7.221427098302201,1552.1079271929245,7.221427098302201,-1.6247706873456977,4.556
-3.2818644628917975,-90.69763435481757,-6.563728925783595,-7.2558107483854055,1440.6779907338882,7.2558107483854055,-1.6274893828202384,4.556
-3.5323852619427756,-90.85992953453865,-7.064770523885551,-7.268794362763092,1550.652002608769,7.268794362763092,-1.6267770400888082,4.556
-3.276243356693466,-91.52975019627335,-6.552486713386932,-7.322380015701868,1438.210428750424,7.322380015701868,-1.6319684224931057,4.556
-3.5310378300928353,-91.86653281446499,-7.062075660185671,-7.3493226251572,1550.0605048695502,7.3493226251572,-1.6329498411965304,4.556
-3.2734127864056615,-92.63579765658861,-6.546825572811323,-7.410863812527088,1436.9678605819408,7.410863812527088,-1.6393640596787182,4.556
-3.5308363445010618,-93.03539566692481,-7.0616726890021235,-7.442831653353985,1549.972056409597,7.442831653353985,-1.641086017149948,4.556
-3.2722219827238725,-93.8271569579077,-6.544443965447745,-7.506172556632617,1436.4451197207518,7.506172556632617,-1.6479589636610983,4.556
-3.5312760095796953,-94.2271684723429,-7.062552019159391,-7.538173477787431,1550.1650612729127,7.538173477787431,-1.6498448571864142,4.556
-3.2719731260695384,-94.99861302428263,-6.543946252139077,-7.59988904194261,1436.3358762377254,7.59988904194261,-1.656722504084607,4.556
