energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,avg_pmv,price_kwh,TimeLimit.truncated
,,,,,,,,
-3.128907072832117,-0.0,-6.257814145664234,-0.0,1373.5325166076018,0.0,0.36990552330215004,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.3448295780547552,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.254275785208572,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.15688029058128464,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.04631665066320856,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.053841383872753425,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.13021921021676777,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.17843848385665087,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2197325274151942,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.24912971277279153,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2721451488292575,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2883580278743075,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.29937776297134705,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3108904632580128,4.556,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3267953545505113,4.556,False
-3.1975522263256337,-0.0,-6.3951044526512675,-0.0,1403.6664733650719,0.0,-0.33505449768545553,4.556,False
-3.125340420824125,-0.02356264262210266,-6.25068084164825,-0.0018850114097682127,543.8685148915209,0.0018850114097682127,-0.30440109859277015,11.493,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2775298415461611,11.493,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.29080372435607876,11.493,False
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.32463400923100966,11.493,False
-0.0,-0.367817096821303,-0.0,-0.02942536774570424,0.0,0.02942536774570424,-0.37052668709259634,11.493,False
-0.0,-1.0562506128812443,-0.0,-0.08450004903049954,0.0,0.08450004903049954,-0.4207835595923022,4.556,False
-0.0,-1.8199967895985092,-0.0,-0.14559974316788074,0.0,0.14559974316788074,-0.4739792839136719,4.556,False
-0.9077474008076778,-35.36903396910402,-1.8154948016153556,-2.829522717528321,398.4843726109209,2.829522717528321,-1.0836641019276672,4.556,False
-3.227545703565642,-60.98353499738718,-6.455091407131284,-4.878682799790974,1416.833056876928,4.878682799790974,-1.358818284147626,4.556,False
-3.3205969860763065,-68.09451725712225,-6.641193972152613,-5.44756138056978,1457.6808542916183,5.44756138056978,-1.4300189990056564,4.556,False
-3.225902663969452,-66.66849547392644,-6.451805327938904,-5.333479637914115,1416.1117927872924,5.333479637914115,-1.4189303802116504,4.556,False
-3.163573307671993,-63.79979149844346,-6.327146615343986,-5.103983319875477,1388.7503545531138,5.103983319875477,-1.38351926638844,4.556,False
-3.5212125369461456,-67.54855116151322,-7.042425073892291,-5.403884092921057,1545.7473823293,5.403884092921057,-1.399821818103101,4.556,False
-3.227965098100717,-68.71374929976386,-6.455930196201434,-5.497099943981109,1417.0171633453542,5.497099943981109,-1.4127683103049558,4.556,False
-3.1344116279909033,-67.62832520729827,-6.268823255981807,-5.410266016583862,1375.9489148335836,5.410266016583862,-1.3979214003368055,4.556,False
-3.0815143241864953,-66.15822165523846,-6.163028648372991,-5.2926577324190776,1352.7279737429742,5.2926577324190776,-1.3695662108575408,4.556,False
-3.0438056432746943,-65.0107702501638,-6.0876112865493885,-5.200861620013104,1336.174558066152,5.200861620013104,-1.3402129656503454,4.556,False
-3.47348635474871,-68.82767173153658,-6.94697270949742,-5.506213738522927,1524.7964682830157,5.506213738522927,-1.3584157332955498,4.556,False
-3.52038311907447,-69.5943413415664,-7.04076623814894,-5.567547307325312,1545.383283175799,5.567547307325312,-1.3840867966070018,4.556,False
-3.545573790259747,-72.52868913999635,-7.091147580519494,-5.802295131199708,1556.441523380047,5.802295131199708,-1.4468647687599845,4.556,False
-3.2617566846074304,-77.82895199807476,-6.523513369214861,-6.226316159845981,1431.8510467986964,6.226316159845981,-1.509415962177674,4.556,False
-3.1621796612880546,-78.14989179261174,-6.324359322576109,-6.251991343408939,1388.1385694855376,6.251991343408939,-1.5104427447822866,4.556,False
-3.4934264951454113,-78.45188240360868,-6.9868529902908225,-6.276150592288694,1533.5498222763,6.276150592288694,-1.5070192210029727,4.556,False
-3.2284404495204626,-79.60319322992449,-6.456880899040925,-6.368255458393959,1417.2258338544611,6.368255458393959,-1.5173296988518412,4.556,False
-3.5076406611816555,-80.79429627060043,-7.015281322363311,-6.463543701648034,1539.7895790964246,6.463543701648034,-1.5271146581860113,4.556,False
-3.243707905921369,-82.38355002971235,-6.487415811842738,-6.590684002376989,1423.9279657249206,6.590684002376989,-1.5437262907908955,4.556,False
-3.5139801289997425,-83.70592226358539,-7.027960257999485,-6.696473781086831,1542.5724885863663,6.696473781086831,-1.5551951125150838,4.556,False
-3.25193804414586,-85.29409804837185,-6.50387608829172,-6.823527843869748,1427.5408446645565,6.823527843869748,-1.5712342011712763,4.556,False
-3.1529055669163117,-86.08434060587209,-6.3058111338326235,-6.886747248469767,1384.0674130449129,6.886747248469767,-1.574590778969813,4.556,False
-3.097861850437559,-86.20824847563607,-6.195723700875118,-6.896659878050885,1359.904236364161,6.896659878050885,-1.564966987774696,4.556,False
-3.059336222788541,-86.2741478809437,-6.118672445577082,-6.901931830475496,1342.992196131932,6.901931830475496,-1.5487382910536913,4.556,False
-3.4696791135346046,-86.70239609052753,-6.939358227069209,-6.936191687242202,1523.1251595849888,6.936191687242202,-1.5383929636604377,4.556,False
-3.5314415525676033,-87.36358527410061,-7.062883105135207,-6.989086821928049,1550.237731592451,6.989086821928049,-1.553671188892051,4.556,False
-3.249662240472091,-88.80986021008106,-6.499324480944182,-7.104788816806485,1426.5418088112779,7.104788816806485,-1.5815267591919746,4.556,False
-3.147284626790071,-89.86518509096211,-6.294569253580142,-7.1892148072769695,1381.5999239640346,7.1892148072769695,-1.592833642092318,4.556,False
-3.092207456895593,-90.23262521370582,-6.184414913791186,-7.2186100170964655,1357.4220618505676,7.2186100170964655,-1.5874090080033485,4.556,False
-3.0545741716529284,-90.36812351871654,-6.109148343305857,-7.229449881497324,1340.9017434824093,7.229449881497324,-1.5729998836887773,4.556,False
-3.026415082552932,-90.6145064868909,-6.052830165105864,-7.249160518951272,1328.5404225429904,7.249160518951272,-1.5553370404916962,4.556,False
-3.462379561075567,-90.99033925914162,-6.924759122151134,-7.279227140731329,1519.9207906389672,7.279227140731329,-1.5454141424469652,4.556,False
-3.169464462768599,-91.26598383340027,-6.338928925537198,-7.301278706672021,1391.336463023968,7.301278706672021,-1.5578218105998427,4.556,False
-3.4984838495294306,-91.67196180611381,-6.996967699058861,-7.333756944489105,1535.7699076073006,7.333756944489105,-1.5718995871576051,4.556,False
-3.5479047850184156,-92.45611359830033,-7.095809570036831,-7.396489087864026,1557.464787102026,7.396489087864026,-1.5988379531464885,4.556,False
-3.57105368267469,-95.21468039049415,-7.14210736534938,-7.617174431239532,1567.6267263716813,7.617174431239532,-1.6492328854672706,4.556,False
-3.291141549428552,-99.74149453125551,-6.582283098857104,-7.979319562500441,1444.7504606797859,7.979319562500441,-1.6952491930377558,4.556,False
-3.188789477986594,-99.09399189071371,-6.377578955973188,-7.9275193512570965,1399.8197884050019,7.9275193512570965,-1.6883399054650674,4.556,False
-3.1274790586066916,-97.63131312897687,-6.254958117213383,-7.81050505031815,1372.9056446912607,7.81050505031815,-1.6681144152445997,4.556,False
-3.084290820577832,-96.3109428934202,-6.168581641155664,-7.704875431473616,1353.9468044678806,7.704875431473616,-1.6429140738182235,4.556,False
