Time,EAST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Load [W],EAST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Sens Cool Load [W],EAST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Mass Flow [kg/s],EAST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Cool Mass Flow [kg/s],EAST PERIMETER::Des Latent Heat Load [W],EAST PERIMETER::Des Latent Cool Load [W],EAST PERIMETER::Des Latent Heat Mass Flow [kg/s],EAST PERIMETER::Des Latent Cool Mass Flow [kg/s],EAST PERIMETER::Des Heat Load No DOAS [W],EAST PERIMETER::Des Sens Cool Load No DOAS [W],EAST PERIMETER::Des Latent Heat Load No DOAS [W],EAST PERIMETER::Des Latent Cool Load No DOAS [W],EAST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Temperature [C],EAST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Relative Humidity [%],EAST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Temperature [C],EAST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Relative Humidity [%],NORTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Load [W],NORTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Sens Cool Load [W],NORTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Mass Flow [kg/s],NORTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Cool Mass Flow [kg/s],NORTH PERIMETER::Des Latent Heat Load [W],NORTH PERIMETER::Des Latent Cool Load [W],NORTH PERIMETER::Des Latent Heat Mass Flow [kg/s],NORTH PERIMETER::Des Latent Cool Mass Flow [kg/s],NORTH PERIMETER::Des Heat Load No DOAS [W],NORTH PERIMETER::Des Sens Cool Load No DOAS [W],NORTH PERIMETER::Des Latent Heat Load No DOAS [W],NORTH PERIMETER::Des Latent Cool Load No DOAS [W],NORTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Temperature [C],NORTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Relative Humidity [%],NORTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Temperature [C],NORTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Relative Humidity [%],SOUTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Load [W],SOUTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Sens Cool Load [W],SOUTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Mass Flow [kg/s],SOUTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Cool Mass Flow [kg/s],SOUTH PERIMETER::Des Latent Heat Load [W],SOUTH PERIMETER::Des Latent Cool Load [W],SOUTH PERIMETER::Des Latent Heat Mass Flow [kg/s],SOUTH PERIMETER::Des Latent Cool Mass Flow [kg/s],SOUTH PERIMETER::Des Heat Load No DOAS [W],SOUTH PERIMETER::Des Sens Cool Load No DOAS [W],SOUTH PERIMETER::Des Latent Heat Load No DOAS [W],SOUTH PERIMETER::Des Latent Cool Load No DOAS [W],SOUTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Temperature [C],SOUTH PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Relative Humidity [%],SOUTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Temperature [C],SOUTH PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Relative Humidity [%],WEST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Load [W],WEST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Sens Cool Load [W],WEST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Des Heat Mass Flow [kg/s],WEST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Des Cool Mass Flow [kg/s],WEST PERIMETER::Des Latent Heat Load [W],WEST PERIMETER::Des Latent Cool Load [W],WEST PERIMETER::Des Latent Heat Mass Flow [kg/s],WEST PERIMETER::Des Latent Cool Mass Flow [kg/s],WEST PERIMETER::Des Heat Load No DOAS [W],WEST PERIMETER::Des Sens Cool Load No DOAS [W],WEST PERIMETER::Des Latent Heat Load No DOAS [W],WEST PERIMETER::Des Latent Cool Load No DOAS [W],WEST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Temperature [C],WEST PERIMETER:CHICAGO_IL_USA HEATING 99% CONDITIONS:Heating Zone Relative Humidity [%],WEST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Temperature [C],WEST PERIMETER:CHICAGO_IL_USA COOLING 1% CONDITIONS DB=>MWB:Cooling Zone Relative Humidity [%]
01:00:00,1.682612E+03,0.000000E+00,9.706390E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966903E+01,3.093858E+03,0.000000E+00,1.784737E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504354E+03,0.000000E+00,2.021537E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966724E+01,1.682612E+03,0.000000E+00,9.706390E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966904E+01
02:00:00,1.682613E+03,0.000000E+00,9.706397E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966403E+01,3.093861E+03,0.000000E+00,1.784738E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504357E+03,0.000000E+00,2.021538E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966510E+01,1.682613E+03,0.000000E+00,9.706397E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966404E+01
03:00:00,1.682614E+03,0.000000E+00,9.706403E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965967E+01,3.093863E+03,0.000000E+00,1.784739E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504359E+03,0.000000E+00,2.021540E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966311E+01,1.682614E+03,0.000000E+00,9.706403E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965968E+01
04:00:00,1.682615E+03,0.000000E+00,9.706409E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965604E+01,3.093866E+03,0.000000E+00,1.784741E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504361E+03,0.000000E+00,2.021541E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.966134E+01,1.682615E+03,0.000000E+00,9.706409E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965605E+01
05:00:00,1.682616E+03,0.000000E+00,9.706414E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965139E+01,3.093868E+03,0.000000E+00,1.784742E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504364E+03,0.000000E+00,2.021543E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965894E+01,1.682616E+03,0.000000E+00,9.706414E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965140E+01
06:00:00,1.682617E+03,0.000000E+00,9.706419E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964703E+01,3.093870E+03,0.000000E+00,1.784743E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504366E+03,0.000000E+00,2.021544E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965653E+01,1.682617E+03,0.000000E+00,9.706419E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964704E+01
07:00:00,1.682618E+03,0.000000E+00,9.706424E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964327E+01,3.093872E+03,0.000000E+00,1.784744E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504368E+03,0.000000E+00,2.021545E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965428E+01,1.682618E+03,0.000000E+00,9.706424E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964328E+01
08:00:00,1.682619E+03,0.000000E+00,9.706429E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964061E+01,3.093874E+03,0.000000E+00,1.784745E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504370E+03,0.000000E+00,2.021546E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965243E+01,1.682619E+03,0.000000E+00,9.706429E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964062E+01
09:00:00,1.682620E+03,0.000000E+00,9.706434E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.963997E+01,3.093875E+03,0.000000E+00,1.784747E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.300000E+01,1.000000E+02,3.504371E+03,0.000000E+00,2.021547E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965145E+01,1.682620E+03,0.000000E+00,9.706434E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.963998E+01
10:00:00,1.682620E+03,0.000000E+00,9.706438E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.324868E+01,7.845403E+01,3.093877E+03,0.000000E+00,1.784747E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,1.000000E+02,2.311741E+01,1.000000E+02,3.504373E+03,0.000000E+00,2.021548E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.965186E+01,1.682620E+03,0.000000E+00,9.706438E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300000E+01,4.403077E+00,2.300000E+01,7.964277E+01
