month,day_of_month,hour,lozaradiante_zonanorth_heating_rate,lozaradiante_zonasouth_heating_rate,lozaradiante_zonaeast_heating_rate,lozaradiante_zonawest_heating_rate,outdoor_temperature,outdoor_humidity,north_perimeter_air_temperature,south_perimeter_air_temperature,east_perimeter_air_temperature,west_perimeter_air_temperature,north_perimeter_air_humidity,south_perimeter_air_humidity,east_perimeter_air_humidity,west_perimeter_air_humidity,heat_pump_power,total_electricity_HVAC
-1.4735995441473184,0.6688415685572847,-1.6613247717700397,0.3719569514801929,93.58952933828269,-0.05265697929821597,-0.03304057816052877,1.275908796873474,-0.6538946822435528,0.8487347581822462,1.9444029197329467,1.0077259781116936,1.0606861978002506,0.40847100736075465,0.2181243736568058,0.5979161076288239,0.6150508917118395,0.8296257235420749,0.801274600856056
-1.4735995441473184,0.6688415685572847,-1.5168617481084108,-0.6835706820117233,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.2164927741429994,-0.5586570769244203,0.8119509694716139,1.9048896673177234,0.9481565184008666,1.0005749655424985,0.40847100736075465,0.24330423371301815,0.6211997378965496,0.639085669707394,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-1.3723987244467817,-0.4948377708090025,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.1719308332558616,-0.48562382700969176,0.7453898279952317,1.8152394975738533,0.81086691736394,0.8620345212567426,0.40847100736075465,0.30124007773009803,0.6758726357854858,0.6955236569547126,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-1.2279357007851528,-0.6664006580047135,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.1273688923687237,-0.4111877632958719,0.6065859597826154,1.7045966645804944,0.5767609464061043,0.6257965785299094,0.40847100736075465,0.37401088350779177,0.7716128602159557,0.7943549720231333,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-1.0834726771235237,-0.666810104431268,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.09766072868205,-0.36076562073185925,0.457376934976426,1.5821216306083836,0.33826439013015625,0.38512804793588434,0.40847100736075465,0.4562095475330741,0.8723188786168441,0.8983122039189942,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-0.9390096534618947,-0.6671152169108159,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.1273688923687237,-0.4111877632958719,0.34201846631070215,1.4628141063735802,0.12256315684472126,0.16746060053753747,0.40847100736075465,0.5379742113217314,0.9662483600347335,0.9952749549954016,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-0.7945466298002657,-0.6672971574306702,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.231346855986336,-0.5826929599340959,0.24935710866375654,1.3572178909398034,-0.062105033552719645,-0.018890098640521463,0.40847100736075465,0.6117728865863924,1.0489104868071533,1.0806061156471325,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-0.6500836061386367,-0.6835706820117233,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.4838650287515718,-0.9689174303502626,0.21682774945574265,1.2863068112712346,-0.18306627988039018,-0.1409524570517117,0.40847100736075465,0.6621272123455935,1.1042602259349152,1.1377430133529667,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-0.5056205824770077,-0.6835706820117233,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,1.766091365203481,-1.3545903378066104,0.1895868317301144,1.226787163505222,-0.27799442113610284,-0.23674548700778336,0.40847100736075465,0.7049093373661203,1.1484405221999865,1.1833498239376383,-1.361699341398323,-1.4000282714626582
-1.4735995441473184,0.6688415685572847,-0.3611575588153787,-0.6835706820117233,-0.010684955967485175,-0.8329530305247084,-0.8209113604392715,2.0186098426115895,-1.6632324793134414,0.16922958386272474,1.1942908040927442,-0.3314331070472858,-0.29067201568846995,0.40847100736075465,0.7285253253832398,1.1737209278675722,1.2094464953105002,-1.361699341398323,-1.4000282714626582
