energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,avg_pmv,price_kwh
,,,,,,,
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.3562307343928027,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.28544182947653857,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.15741043637971483,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.02459693403710228,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.09007219862819298,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.1735528310953027,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.23210484296335612,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.27689118575704963,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3046320687854481,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3241585862296809,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3380135923875458,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.34666749364677024,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3524220582945799,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3586995910452453,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3692354416744716,4.556
-0.0,-0.05056073692303069,-0.0,-0.004044858953842455,0.0,0.004044858953842455,-0.3844285592743761,4.556
-0.0,-0.7236191540858367,-0.0,-0.05788953232686693,0.0,0.05788953232686693,-0.40780007443902777,11.493
-0.0,-1.658088386490951,-0.0,-0.13264707091927608,0.0,0.13264707091927608,-0.4391699524536102,11.493
-0.0,-2.7263385576660006,-0.0,-0.21810708461328004,0.0,0.21810708461328004,-0.4735527249587672,11.493
-0.0,-3.8772490714237287,-0.0,-0.3101799257138983,0.0,0.3101799257138983,-0.5088937588296402,11.493
-0.0,-5.12339465427404,-0.0,-0.4098715723419232,0.0,0.4098715723419232,-0.5453027485360454,11.493
-3.4332419454509493,-6.030722595509961,-6.866483890901899,-0.48245780764079693,1507.1299145965538,0.48245780764079693,-0.5696767328525149,4.556
-3.141977548144887,-5.352698863259203,-6.283955096289774,-0.42821590906073626,1379.2702142866053,0.42821590906073626,-0.5529815368781158,4.556
-3.403339556705492,-39.00014466164091,-6.806679113410984,-3.1200115729312725,1494.0033172543863,3.1200115729312725,-1.1330489255223393,4.556
-3.3719615592821977,-60.40584720711144,-6.743923118564395,-4.832467776568915,1480.2289549087786,4.832467776568915,-1.353039050296777,4.556
-3.256638309801162,-59.32974051262665,-6.513276619602324,-4.746379241010132,1429.6041746273759,4.746379241010132,-1.349639332657086,4.556
-3.188254481068691,-56.5539559385432,-6.376508962137382,-4.524316475083456,1399.584934621901,4.524316475083456,-1.3238291981060768,4.556
