reward
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.5702860121017075
-1.5161970538123366
-2.5941040519147647
-3.7540563362574177
-5.008679603193763
-6.302576141174853
-7.522789043934254
-29.18205832373937
-61.889769944261396
-95.94756428129412
-92.61036383951813
-88.02857793126006
-85.56045326650853
-83.05531168788112
-81.27716744464476
-79.7072495709603
-79.31218040306881
-80.79640695044726
-82.3674221154644
-84.73214488101186
-87.35602583866805
-89.96807297427996
-92.43905184492468
-94.7298703067317
-96.83400414216148
-98.76174057086627
-100.52866732893725
-102.15011406219159
-103.64143889489839
-105.01564027552759
-106.28368203104979
-107.4531632045558
-107.57293757584101
-106.41341288905004
-105.21765470640867
-104.10460098203507
-103.3532085281697
-102.83962898514336
-102.5438445971244
-102.44306583385969
-102.40430371357614
-102.51720868926938
-102.60143243370133
-102.81379107845345
-102.94695908494639
-103.19796194481583
-103.34297693786996
-103.59791313457264
-103.73107758758152
-103.9735119383544
-104.74363952970107
-106.3299429867392
-108.35042765607474
-110.42054395457177
-112.31422962401912
-113.93745719374907
-114.37989707901495
-113.36358374283589
-112.07855506665253
-110.74348545095239
-109.67230523035366
-108.79335018204821
-108.11269027997034
-107.62185530076073
-107.20493961626885
-106.9481218628423
-106.68921230617607
-106.56965070033709
-106.40197246928996
-106.36383726744552
-106.24867130517752
-106.25735564260675
-106.1710908716554
-106.20566915127746
-106.79307689163333
-108.21937902465677
-110.09389512432999
-112.0281192642923
-113.79450552716055
-115.29848698620054
-115.627886175784
-114.4974739698221
-113.11081263078903
-111.68075524159606
-110.52587844134162
-109.56885398456924
-108.8202034987837
-108.26579691226301
-107.79283893869966
-107.48425896466102
-107.17929314798835
-107.01687055009664
-106.81098422343561
-106.73673200648624
-106.58965833106173
-106.5682722276788
-106.4556621578358
-106.46523677110615
-107.03105978711183
-108.43839163792963
-110.29555296401318
-112.2136319234672
-113.96493832207256
-115.45485183246868
-115.77096356070045
-114.62753755343205
-113.2290798549161
-111.7879561102683
-110.62336559974703
-109.6573142151802
-108.90079059355915
-108.33907910413176
-107.85970385407128
-107.54520473215962
-107.2349768788882
-107.06766152641117
-106.85741645524418
-106.77904822078615
-106.62833993379353
-106.60353055882254
-106.48792330152942
-106.49465554817549
-107.05802500897352
-108.463201634091
-110.31839172195086
-112.23463787831271
-113.98423332430772
-115.47255061891566
-115.78715635960636
-114.6422551121219
-113.242460814878
-111.80008353163448
-110.63439293025634
-109.66731940636315
-108.90990463556919
-108.34736614129194
-107.86726420380042
-107.55209583190913
-107.24127243904643
-107.07340357258693
-106.8626654671211
