,evaluation_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_comfort_penalty,std_comfort_penalty,mean_energy_penalty,std_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
0,1,-20.29668968071329,22.171714705283875,-17.478102839532255,22.28243689531249,-2.818586841181034,1.7978139179970662,-1.3982482271625802,1.7825949516249993,-5.637173682362068,3.5956278359941325,1.3982482271625802,1.7825949516249993,1025.128648070226,461.6640750052354,9324570.182846777,82.08003518029903,9096.0,8760.333333333334,0.0,1.0
1,2,-18.864792450479193,19.536473219615033,-16.370057166903674,19.300845079396154,-2.494735283575521,2.186704990695501,-1.3096045733522939,1.5440676063516923,-4.989470567151042,4.373409981391002,1.3096045733522939,1.5440676063516923,870.4385153806646,591.4486109965861,7917508.7359025255,89.24802110817942,9096.0,8760.5,0.0,1.0
2,3,-19.07664882832728,19.810398830734904,-16.46318521256112,19.3663041029279,-2.6134636157661535,2.1596310051880803,-1.3170548170048897,1.5493043282342318,-5.226927231532307,4.3192620103761605,1.3170548170048897,1.5493043282342318,906.3385952257827,567.5151505147285,8244055.862173719,89.9296394019349,9096.0,8760.5,0.0,1.0
3,4,-17.45726852008416,18.59648180654558,-14.785788517260803,18.414225335463424,-2.6714800028233574,2.1189454684452804,-1.182863081380864,1.473138026837074,-5.342960005646715,4.237890936890561,1.182863081380864,1.473138026837074,936.7362890061102,559.1666673488533,8520553.284799578,83.69613016710642,9096.0,8760.333333333334,0.0,1.0
4,5,-16.50474857123798,18.464695415384927,-13.801853881302279,18.144830821766718,-2.7028946899357,2.16445663793771,-1.1041483105041823,1.451586465741337,-5.4057893798714,4.32891327587542,1.1041483105041823,1.451586465741337,950.3189823272177,579.1504718914586,8644101.463248372,79.40853122251539,9096.0,8760.333333333334,0.0,1.0
5,6,-17.03797341804694,18.934589810744885,-14.42572479631594,18.644482762997615,-2.6122486217309966,2.1576776929418138,-1.1540579837052753,1.491558621039809,-5.224497243461993,4.3153553858836275,1.1540579837052753,1.491558621039809,922.2339492395015,592.7691552425966,8388640.002282506,84.54265611257695,9096.0,8760.333333333334,0.0,1.0
6,7,-16.507266804881745,18.884476669966666,-13.894905947227487,18.547692137990406,-2.6123608576542567,2.2139399876376475,-1.111592475778199,1.4838153710392323,-5.2247217153085135,4.427879975275295,1.111592475778199,1.4838153710392323,919.3268072807679,610.6910100816651,8362196.639025864,81.00263852242745,9096.0,8760.333333333334,0.0,1.0
7,8,-15.591530501689121,18.464599154205754,-12.983518984001938,18.141908275365846,-2.6080115176871863,2.2697276547253455,-1.0386815187201548,1.4513526620292676,-5.216023035374373,4.539455309450691,1.0386815187201548,1.4513526620292676,913.9259738313284,617.4064880011172,8313070.6579697635,78.15523306948108,9096.0,8760.333333333334,0.0,1.0
8,9,-15.287120181825903,18.55131683502869,-12.688162547126263,18.157178175722166,-2.59895763469964,2.2996322627715338,-1.015053003770101,1.4525742540577733,-5.19791526939928,4.5992645255430675,1.015053003770101,1.4525742540577733,906.9330769132188,627.4451758866198,8249463.267602638,77.39665787159191,9096.0,8760.333333333334,0.0,1.0
9,10,-15.532528441762427,20.306803479365918,-12.971502313244846,19.8155390101438,-2.561026128517582,2.3592495211539313,-1.0377201850595876,1.5852431208115043,-5.122052257035164,4.7184990423078625,1.0377201850595876,1.5852431208115043,891.794993848691,655.3275203404239,8111767.264047693,77.62752858399297,9096.0,8760.5,0.0,1.0
10,11,-14.634645837487563,19.169568527697617,-12.002690531483886,18.810868864912813,-2.6319553060036798,2.3656263368358648,-0.9602152425187108,1.5048695091930249,-5.2639106120073595,4.7312526736717295,0.9602152425187108,1.5048695091930249,916.9110903445822,651.4342562939182,8340223.27777432,78.58399296394019,9096.0,8760.5,0.0,1.0
11,12,-14.374572299230946,18.740521816011366,-11.743857685274511,18.396350819771087,-2.6307146139564392,2.3031825866696116,-0.9395086148219607,1.4717080655816868,-5.2614292279128785,4.606365173339223,0.9395086148219607,1.4717080655816868,917.5472613956936,629.8584316886386,8346009.889655229,77.3306948109059,9096.0,8760.333333333334,0.0,1.0
12,13,-14.496111081169225,17.812487669600863,-11.888793963705565,17.483786489780538,-2.6073171174636602,2.2884196956820655,-0.9511035170964451,1.3987029191824432,-5.2146342349273205,4.576839391364131,0.9511035170964451,1.3987029191824432,910.8240630528309,625.4659950692537,8284855.67752855,77.66051011433596,9096.0,8760.333333333334,0.0,1.0
13,14,-13.836937378302393,17.493112816346244,-11.246669305696042,17.173106211767177,-2.590268072606349,2.311901613286342,-0.8997335444556834,1.3738484969413742,-5.180536145212698,4.623803226572684,0.8997335444556834,1.3738484969413742,898.2973798727121,624.8312475483665,8170912.967322189,76.31926121372031,9096.0,8760.333333333334,0.0,1.0
14,15,-15.821314405623799,19.580932002878136,-13.515442608228367,19.1781702220029,-2.305871797395431,2.31710993361864,-1.0812354086582696,1.534253617760232,-4.611743594790862,4.63421986723728,1.0812354086582696,1.534253617760232,797.2117951903131,637.7025147674478,7251438.489051088,78.78188214599824,9096.0,8760.333333333334,0.0,1.0
15,16,-15.053670544345572,18.729888009431832,-12.684137740367778,18.37928533082151,-2.3695328039777923,2.3307380534245707,-1.0147310192294223,1.470342826465721,-4.739065607955585,4.6614761068491415,1.0147310192294223,1.470342826465721,823.2731662212096,641.864233761198,7488492.719948123,77.66051011433596,9096.0,8760.333333333334,0.0,1.0
16,17,-15.00399169318186,18.780298065908987,-12.62528288266151,18.457204826795582,-2.3787088105203464,2.3042088491667014,-1.010022630612921,1.4765763861436465,-4.757417621040693,4.608417698333403,1.010022630612921,1.4765763861436465,828.3327580593539,636.0920984361042,7534514.767307883,78.05628847845206,9096.0,8760.333333333334,0.0,1.0
17,18,-14.324566274859604,18.448821387871412,-11.897969819930834,18.142296128941396,-2.4265964549287684,2.3218476225961724,-0.9518375855944667,1.4513836903153117,-4.853192909857537,4.643695245192345,0.9518375855944667,1.4513836903153117,843.0795063474427,637.2706959011696,7668651.189736339,77.03386103781882,9096.0,8760.333333333334,0.0,1.0
18,19,-13.573269565506864,17.371541652270636,-11.10224402932437,17.113836063491785,-2.4710255361824927,2.299582487631469,-0.8881795223459498,1.3691068850793429,-4.942051072364985,4.599164975262938,0.8881795223459498,1.3691068850793429,860.1321573640647,632.8146177813767,7823762.103383533,74.97801231310466,9096.0,8760.5,0.0,1.0
19,20,-13.714486036079842,17.50595966541823,-11.229925719668595,17.26737327785893,-2.484560316411246,2.2936214911961454,-0.8983940575734878,1.3813898622287146,-4.969120632822492,4.587242982392291,0.8983940575734878,1.3813898622287146,864.1341434456765,627.827769918677,7860164.168781874,76.05540897097626,9096.0,8760.333333333334,0.0,1.0
20,21,-14.995144715173064,18.125837804121872,-12.604003911247386,17.789745969918624,-2.3911408039256776,2.277928736422008,-1.0083203128997908,1.4231796775934902,-4.782281607851355,4.555857472844016,1.0083203128997908,1.4231796775934902,822.3702080345373,613.3105462869504,7480279.412282151,77.79243623570801,9096.0,8760.333333333334,0.0,1.0
21,22,-14.89605908791885,17.9897063190126,-12.502980759140756,17.72575094543089,-2.393078328778095,2.2496635544264385,-1.0002384607312604,1.418060075634471,-4.78615665755619,4.499327108852877,1.0002384607312604,1.418060075634471,823.1153464093564,599.7746700522013,7487057.1909395065,76.52814423922604,9096.0,8760.333333333334,0.0,1.0
22,23,-15.903924940037202,18.419675040770475,-13.567231036163511,18.145606596860482,-2.33669390387369,2.2089291154169737,-1.0853784828930808,1.4516485277488387,-4.67338780774738,4.417858230833947,1.0853784828930808,1.4516485277488387,803.283153397591,589.3996584921628,7306663.563304488,77.0118733509235,9096.0,8760.333333333334,0.0,1.0
23,24,-15.986509880432726,18.795954240659857,-13.617344769988513,18.4805880634105,-2.3691651104442153,2.214765518547272,-1.089387581599081,1.4784470450728402,-4.738330220888431,4.429531037094544,1.089387581599081,1.4784470450728402,813.496746613886,590.2813470363749,7399566.407199907,77.06684256816183,9096.0,8760.333333333334,0.0,1.0
24,25,-16.055286153514587,18.807045444526082,-13.68618747479501,18.556298328759112,-2.3690986787195762,2.173913026698349,-1.0948949979836007,1.484503866300729,-4.7381973574391525,4.347826053396698,1.0948949979836007,1.484503866300729,815.7520031109138,580.7726908575911,7420080.220296873,76.80299032541777,9096.0,8760.333333333334,0.0,1.0
25,26,-15.758665117478637,19.47066613393786,-13.396991084181654,19.15972871217922,-2.3616740332969837,2.1925116185381017,-1.0717592867345322,1.5327782969743373,-4.723348066593967,4.3850232370762035,1.0717592867345322,1.5327782969743373,816.5820822667828,595.058047995784,7427630.620298656,77.95734388742305,9096.0,8760.333333333334,0.0,1.0
26,27,-15.364842033445905,18.831070546159676,-12.988075069456505,18.553086722814335,-2.376766963989398,2.206245412708086,-1.0390460055565205,1.4842469378251466,-4.753533927978796,4.412490825416172,1.0390460055565205,1.4842469378251466,823.1942556976423,599.9757231582366,7487774.949825754,77.0118733509235,9096.0,8760.333333333334,0.0,1.0
