episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_comfort_penalty,std_comfort_penalty,mean_energy_penalty,std_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
90,-12.287203841755385,16.888400681504258,-9.572006924999577,16.804114169597195,-2.7151969167558074,2.4048920020757447,-0.7657605539999661,1.3443291335677758,-5.430393833511615,4.809784004151489,0.7657605539999661,1.3443291335677758,938.5623671689902,636.909676632095,8220867.774033186,65.12158922251399,8759,8352.5,False,False
91,-12.098797641863788,16.43628044864026,-9.358336954309216,16.37556322193596,-2.7404606875545716,2.395380693875536,-0.7486669563447372,1.3100450577548768,-5.480921375109143,4.790761387751072,0.7486669563447372,1.3100450577548768,946.2934196212442,630.9526495878278,8288584.062462478,64.10549149446284,8759,8328.5,False,False
92,-12.170162470820856,17.08429034808482,-9.42478805424468,17.00350288882317,-2.745374416576175,2.3958987727104684,-0.7539830443395745,1.3602802311058535,-5.49074883315235,4.791797545420937,0.7539830443395745,1.3602802311058535,947.0945236366853,630.0918988262677,8295600.932533726,62.79255622787989,8759,7944.333333333333,False,False
93,-13.648096842608018,19.89432361763361,-10.871080237044122,19.84210622509676,-2.7770166055638965,2.3603998402584563,-0.8696864189635297,1.5873684980077412,-5.554033211127793,4.720799680516913,0.8696864189635297,1.5873684980077412,965.2415079099364,621.0389151871005,8454550.367783133,65.04167142367851,8759,8208.333333333334,False,False
94,-12.41751669584164,17.08337529064774,-9.65461753033293,17.029133639090052,-2.7628991655087116,2.4014414712208256,-0.7723694024266342,1.3623306911272042,-5.525798331017423,4.802882942441651,0.7723694024266342,1.3623306911272042,953.201242055924,627.9220401907862,8349089.679167839,63.59173421623473,8759,8328.5,False,False
95,-12.196053470547964,16.433443091487497,-9.422537287521072,16.397733892337133,-2.773516183026894,2.3801353124965354,-0.7538029830016858,1.3118187113869706,-5.547032366053788,4.760270624993071,0.7538029830016858,1.3118187113869706,959.9777117432019,625.3134075714332,8408444.777158706,64.29957757734901,8759,8400.5,False,False
96,-12.077977361185347,17.026609876830292,-9.312748901432338,16.93622176290493,-2.7652284597530103,2.395546159365644,-0.745019912114587,1.3548977410323941,-5.530456919506021,4.791092318731288,0.745019912114587,1.3548977410323941,953.1887183654385,626.9961232465603,8348979.984162875,63.431898618563764,8759,7968.333333333333,False,False
97,-12.619160282628153,18.27125880269689,-9.812734590291447,18.195193663496006,-2.806425692336707,2.3718790989869256,-0.7850187672233159,1.4556154930796803,-5.612851384673414,4.743758197973851,0.7850187672233159,1.4556154930796803,971.3615790366804,620.7088213978259,8508156.070782283,61.91346044068957,8759,7944.333333333333,False,False
98,-12.041491432602674,16.434700475594113,-9.256045494067886,16.38446332871264,-2.785445938534789,2.38555737366249,-0.7404836395254308,1.3107570662970114,-5.570891877069578,4.77111474732498,0.7404836395254308,1.3107570662970114,961.8287208809018,623.9176041986632,8424657.766195819,62.75830574266469,8759,8160.5,False,False
99,-12.032065868857428,16.338859075874662,-9.254261922659616,16.288027411247267,-2.7778039461978143,2.392798386915909,-0.7403409538127692,1.3030421928997815,-5.555607892395629,4.785596773831818,0.7403409538127692,1.3030421928997815,957.971276775952,625.2296320893614,8390870.413280563,63.24922936408266,8759,8304.0,False,False
100,-12.509527086673266,17.04024451914699,-9.731537880153102,17.026876208438672,-2.777989206520165,2.379396379659528,-0.778523030412248,1.3621500966750937,-5.55597841304033,4.758792759319056,0.778523030412248,1.3621500966750937,962.3119128305475,625.1859330118273,8428890.044482766,63.22639570727252,8759,8400.5,False,False
101,-12.199329953185474,16.461738097372393,-9.441308114614896,16.424729236153603,-2.7580218385705786,2.3885666236936816,-0.7553046491691917,1.313978338892288,-5.516043677141157,4.777133247387363,0.7553046491691917,1.313978338892288,953.4298865732305,627.8195328518489,8351092.376494926,63.580317387829666,8759,8424.333333333334,False,False
102,-12.35958490711248,16.475200975504304,-9.59899888290205,16.443565131988112,-2.7605860242104265,2.3663515923699303,-0.7679199106321641,1.315485210559049,-5.521172048420853,4.732703184739861,0.7679199106321641,1.315485210559049,958.673097410257,623.7441757481756,8397017.660216441,64.24249343532367,8759,8352.5,False,False
103,-13.20330388464727,18.784834466393118,-10.420849843115766,18.731491109948767,-2.782454041531501,2.3609621383279604,-0.8336679874492613,1.4985192887959013,-5.564908083063002,4.721924276655921,0.8336679874492613,1.4985192887959013,968.5770243292903,621.1018918707642,8483766.156100255,63.32914716291814,8759,8280.5,False,False
104,-12.413105006878054,16.61439609484949,-9.623240922042402,16.59558708210087,-2.7898640848356493,2.3702435090645877,-0.7698592737633922,1.3276469665680695,-5.579728169671299,4.740487018129175,0.7698592737633922,1.3276469665680695,966.4894266188103,618.7969899738808,8465480.887754159,63.07797693800662,8759,8400.5,False,False
105,-12.498429105178106,17.81400520291466,-9.73652914545359,17.71922074107215,-2.761899959724515,2.3894397920444193,-0.7789223316362872,1.4175376592857718,-5.52379991944903,4.7788795840888385,0.7789223316362872,1.4175376592857718,954.8227927983096,627.1865411938069,8363292.842120394,62.70122160063934,8759,7944.333333333333,False,False
106,-12.418895224024302,16.511029427669737,-9.649792799662388,16.455139379091126,-2.7691024243619164,2.3785830894849753,-0.7719834239729908,1.31641115032729,-5.538204848723833,4.757166178969951,0.7719834239729908,1.31641115032729,959.6025959048312,623.4022388361591,8405159.137530416,63.922822239981734,8759,8424.333333333334,False,False
107,-12.369262241140634,16.597955119882926,-9.618328968750927,16.519194021725863,-2.7509332723897075,2.392104512010851,-0.7694663175000742,1.321535521738069,-5.501866544779415,4.784209024021702,0.7694663175000742,1.321535521738069,950.3578730067749,628.6763524069038,8324184.609666341,62.940974997145794,8759,8352.5,False,False
108,-12.327074354869028,16.614371429317796,-9.570754539936022,16.528347177906593,-2.7563198149330055,2.403420822358372,-0.7656603631948818,1.3222677742325273,-5.512639629866011,4.806841644716744,0.7656603631948818,1.3222677742325273,949.4179294575821,628.7029490117911,8315951.644118962,63.009475967576215,8759,8184.5,False,False
109,-12.670300906595243,17.346018353121348,-9.90559922582339,17.286476532489026,-2.7647016807718527,2.4003648624036873,-0.792447938065871,1.382918122599122,-5.5294033615437055,4.800729724807375,0.792447938065871,1.382918122599122,955.1726143716282,630.3399828011557,8366356.929281091,64.13974197967805,8759,8400.5,False,False
110,-12.263433716747324,16.56364651151751,-9.475657183597455,16.509516145373325,-2.78777653314987,2.401109667947391,-0.7580525746877964,1.3207612916298659,-5.57555306629974,4.802219335894782,0.7580525746877964,1.3207612916298659,963.712074417393,628.1269477613478,8441154.059821945,62.88389085512045,8759,8304.5,False,False
111,-12.261506993895544,16.55739982269574,-9.477447041697058,16.49522349453761,-2.784059952198487,2.404922096407801,-0.7581957633357648,1.319617879563009,-5.568119904396974,4.809844192815602,0.7581957633357648,1.319617879563009,961.9434337494043,629.3058876123782,8425662.536211032,62.82680671309511,8759,8424.333333333334,False,False
112,-12.13059832202128,16.47376857244626,-9.312898596289504,16.407932018554714,-2.817699725731776,2.4392409536529764,-0.7450318877031603,1.3126345614843768,-5.635399451463552,4.878481907305953,0.7450318877031603,1.3126345614843768,964.7934556388142,630.1009150819807,8450625.877940373,62.313049434867,8759,8064.5,False,False
113,-12.304704111079257,16.5125241941118,-9.509625937429535,16.43753795796706,-2.7950781736497228,2.4187384154420957,-0.7607700749943629,1.3150030366373648,-5.5901563472994455,4.837476830884191,0.7607700749943629,1.3150030366373648,965.0939484857138,634.1576114323474,8453257.894786367,63.04372645279142,8759,8400.5,False,False
114,-12.17959872953299,16.531096626906084,-9.398530068737852,16.42314697425901,-2.7810686607951403,2.4235884971120094,-0.7518824054990282,1.313851757940721,-5.5621373215902805,4.847176994224019,0.7518824054990282,1.313851757940721,960.4371249667151,635.7645580472525,8412468.777583458,63.55748373101952,8759,8376.333333333334,False,False
115,-12.229219645372988,16.600593266126296,-9.444982828755297,16.479192193681147,-2.784236816617693,2.424999600281323,-0.7555986263004238,1.3183353754944918,-5.568473633235386,4.849999200562646,0.7555986263004238,1.3183353754944918,959.328284117675,634.8225859689568,8402756.440586716,63.52323324580431,8759,8208.5,False,False
116,-12.017574148082002,16.421594928305986,-9.237103548334462,16.297636527042144,-2.7804705997475407,2.4216682737421285,-0.738968283866757,1.3038109221633716,-5.5609411994950815,4.843336547484257,0.738968283866757,1.3038109221633716,956.8421283189014,632.8139528795451,8380980.201945257,63.671652015070215,8759,8256.5,False,False
117,-11.957223364743893,16.346134110218124,-9.159493417270225,16.237579718539706,-2.7977299474736683,2.4371250845959445,-0.7327594733816182,1.2990063774831766,-5.595459894947337,4.874250169191889,0.7327594733816182,1.2990063774831766,959.3690296330616,632.9493358100591,8403113.330555987,63.03230962438634,8759,8136.5,False,False
118,-11.722973888253508,16.374160150986494,-8.970071739588978,16.22418275237423,-2.75290214866453,2.4437993361765766,-0.7176057391671182,1.2979346201899382,-5.50580429732906,4.887598672353153,0.7176057391671182,1.2979346201899382,943.7541919852448,639.7732881549182,8266342.96759876,64.18540929329832,8759,8064.5,False,False
119,-11.917506652464995,16.313354588172334,-9.162666062008745,16.206000166675253,-2.7548405904562503,2.423554210684362,-0.7330132849606995,1.2964800133340202,-5.509681180912501,4.847108421368724,0.7330132849606995,1.2964800133340202,949.5914873676353,636.1085735170685,8317471.837853118,63.865738097956395,8759,8376.333333333334,False,False
120,-12.67941710987052,18.920939040062716,-9.935667900875925,18.762554327097597,-2.7437492089945956,2.411179049912303,-0.7948534320700741,1.5010043461678078,-5.487498417989191,4.822358099824606,0.7948534320700741,1.5010043461678078,949.9558051225196,638.7513295048458,8320662.8970681485,63.36339764813334,8759,7872.333333333333,False,False
121,-12.17001710529788,17.024013516596156,-9.398911941147468,16.898425053022873,-2.7711051641504105,2.435616399667192,-0.7519129552917975,1.3518740042418298,-5.542210328300821,4.871232799334384,0.7519129552917975,1.3518740042418298,953.1177449199927,637.5183604825482,8348358.327754216,62.1988811508163,8759,8352.5,False,False
122,-21.53031745242574,36.6008767877019,-19.98386054136111,35.79724564727618,-1.5464569110646342,2.2110307930532107,-1.5987088433088887,2.8637796517820946,-3.0929138221292685,4.422061586106421,1.5987088433088887,2.8637796517820946,534.5028134926125,660.6459896983886,547865.3838299279,59.512195121951216,1025,546.5,False,False
