episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_comfort_penalty,std_comfort_penalty,mean_energy_penalty,std_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
11,-24.99095195851087,30.669686093990617,-22.547785827621244,30.106003150221003,-2.4431661308896295,2.3091955623689517,-1.8038228662096996,2.40848025201768,-4.886332261779259,4.6183911247379035,1.8038228662096996,2.40848025201768,882.6535729329,681.9545965446716,7731162.645319272,87.24740267153784,8759,7512.5,False,False
12,-18.92192814636733,21.749963948651313,-16.512258150011643,21.22760887774472,-2.4096699963556896,2.3214491276449927,-1.3209806520009313,1.6982087102195778,-4.819339992711379,4.642898255289985,1.3209806520009313,1.6982087102195778,863.2798410259583,677.3315675516493,7561468.127546368,85.28370818586598,8759,7968.333333333333,False,False
13,-23.0044633982213,28.803487262908213,-20.561885512782037,28.263070561410355,-2.442577885439262,2.2998583215495154,-1.644950841022563,2.2610456449128287,-4.885155770878524,4.599716643099031,1.644950841022563,2.2610456449128287,882.1573406428012,677.3975210798637,7726816.146690295,86.21988811508163,8759,7560.5,False,False
14,-18.607665050225332,22.02552541285731,-16.139948389939622,21.592691351824648,-2.4677166602857095,2.3172481687209356,-1.2911958711951697,1.727415308145972,-4.935433320571419,4.634496337441871,1.2911958711951697,1.727415308145972,880.0462050664139,667.9963580870876,7708324.710176719,84.17627583057427,8759,8040.5,False,False
15,-18.658551099837638,21.658277326532232,-16.313722241936954,21.219464318680238,-2.3448288579006835,2.3461743383035336,-1.3050977793549565,1.697557145494419,-4.689657715801367,4.692348676607067,1.3050977793549565,1.697557145494419,835.3012497386773,680.3766891909278,7316403.646461074,85.42071012672679,8759,8304.0,False,False
16,-21.153427040369866,26.943912042669933,-18.690474612135812,26.5093260596679,-2.462952428234058,2.3027862785741746,-1.4952379689708648,2.120746084773432,-4.925904856468116,4.605572557148349,1.4952379689708648,2.120746084773432,887.3419481017008,672.4071283897842,7772228.123422798,85.56912889599269,8759,8016.333333333333,False,False
17,-17.571259156527418,21.058415582042205,-15.234875650393784,20.62261878790721,-2.336383506133637,2.323676652029418,-1.2187900520315027,1.6498095030325768,-4.672767012267274,4.647353304058836,1.2187900520315027,1.6498095030325768,834.4443706327955,676.6765791227671,7308898.242372656,84.78136773604292,8759,8208.0,False,False
18,-19.188006206401376,24.046560523285894,-16.75799415384691,23.646609026902066,-2.430012052554473,2.3124110211109516,-1.3406395323077525,1.8917287221521655,-4.860024105108946,4.624822042221903,1.3406395323077525,1.8917287221521655,871.0578382433164,669.3456027536159,7629595.605173208,84.37036191346044,8759,8208.0,False,False
19,-15.83178797991083,18.615324946178312,-13.426711736254695,18.23328360277147,-2.4050762436561337,2.3344967072879124,-1.0741369389003759,1.4586626882217175,-4.810152487312267,4.668993414575825,1.0741369389003759,1.4586626882217175,853.3402390391831,670.7936381749223,7474407.153744205,84.47311336910607,8759,8136.5,False,False
20,-16.233551098667412,20.00431020193163,-13.739061488698065,19.66201977888353,-2.494489609969347,2.3356690722629723,-1.099124919095845,1.5729615823106824,-4.988979219938694,4.6713381445259445,1.099124919095845,1.5729615823106824,883.7820997675184,659.416251870907,7741047.411863694,81.85865966434524,8759,8280.333333333334,False,False
21,-16.15812191328763,20.35672528892303,-13.71155373044771,19.978411331837435,-2.446568182839921,2.3162423307380187,-1.0969242984358167,1.5982729065469947,-4.893136365679842,4.632484661476037,1.0969242984358167,1.5982729065469947,868.3172868252544,660.3929546602209,7605591.115302403,83.26292955816874,8759,7968.333333333333,False,False
22,-17.499122545172018,22.895001124927013,-15.021668473384251,22.508225201218426,-2.477454071787768,2.3300017925221623,-1.2017334778707398,1.8006580160974741,-4.954908143575536,4.660003585044325,1.2017334778707398,1.8006580160974741,876.8882163825635,657.27312795165,7680663.887294874,83.18301175933325,8759,7776.333333333333,False,False
23,-16.506652331453022,21.345995024782358,-14.030569945013777,20.959793541427164,-2.476082386439245,2.3157425631130453,-1.1224455956011021,1.6767834833141733,-4.95216477287849,4.6314851262260905,1.1224455956011021,1.6767834833141733,876.6909324067121,653.308797039288,7678935.876950392,81.07089850439549,8759,7944.333333333333,False,False
24,-16.64262434992044,22.07243990194099,-14.154160511015053,21.719046720752416,-2.488463838905386,2.3050941583822175,-1.1323328408812041,1.7375237376601935,-4.976927677810772,4.610188316764435,1.1323328408812041,1.7375237376601935,881.169302660035,649.8858559678876,7718161.921999247,81.6874072382692,8759,7800.5,False,False
25,-16.251210466496868,21.523388206457515,-13.72907862270295,21.200388513999332,-2.5221318437939177,2.29658342214752,-1.0983262898162358,1.6960310811199466,-5.0442636875878355,4.59316684429504,1.0983262898162358,1.6960310811199466,892.1306413469247,643.511329828611,7814172.287557714,78.86745062221715,8759,7896.333333333333,False,False
26,-14.868313523662886,18.38684265605605,-12.358008202041391,18.110508743357016,-2.510305321621494,2.292431066036225,-0.9886406561633113,1.4488406994685614,-5.020610643242988,4.58486213207245,0.9886406561633113,1.4488406994685614,884.7654278547325,640.642587168379,7749660.382579601,78.35369334398904,8759,8280.5,False,False
27,-14.385093300395004,18.15249948104706,-11.909604933486289,17.848245108021334,-2.475488366908718,2.2982762005005664,-0.952768394678903,1.427859608641707,-4.950976733817436,4.596552401001133,0.952768394678903,1.427859608641707,874.4031356498738,646.6042275062769,7658897.065157244,79.2556227879895,8759,7968.333333333333,False,False
28,-14.529141226589275,18.173127699879934,-12.046647020751902,17.897575657968265,-2.4824942058373742,2.297550247272444,-0.9637317616601518,1.4318060526374614,-4.9649884116747485,4.595100494544888,0.9637317616601518,1.4318060526374614,877.9870240466196,644.7745244607019,7690288.343624341,77.87418655097615,8759,8208.5,False,False
29,-15.079085444134083,19.062171512449332,-12.560931491471193,18.839851259666226,-2.5181539526628924,2.274613366424313,-1.0048745193176953,1.5071881007732981,-5.036307905325785,4.549226732848626,1.0048745193176953,1.5071881007732981,891.0523005463959,637.531104914618,7804727.100485882,77.39467975796323,8759,8304.0,False,False
30,-14.378971298871424,19.030958903586978,-11.888578084637173,18.73091230752186,-2.490393214234251,2.2824503953111304,-0.9510862467709739,1.498472984601749,-4.980786428468502,4.564900790622261,0.9510862467709739,1.498472984601749,883.8486014010924,649.045235074247,7741629.899672168,78.93595159264756,8759,7920.333333333333,False,False
31,-14.005925882177403,17.772050343721347,-11.487767335157761,17.509919079870205,-2.518158547019642,2.298056068704016,-0.9190213868126209,1.4007935263896163,-5.036317094039284,4.596112137408032,0.9190213868126209,1.4007935263896163,889.5756356583612,644.5935388990041,7791792.992731586,77.00650759219089,8759,8160.5,False,False
32,-14.027894303557304,17.843923551468816,-11.514763119221067,17.584980352087744,-2.5131311843362347,2.2859827864203868,-0.9211810495376854,1.4067984281670194,-5.0262623686724694,4.5719655728407735,0.9211810495376854,1.4067984281670194,890.4924416432538,645.5984042472319,7799823.29635326,76.17307911862085,8759,8424.333333333334,False,False
33,-14.539235113135806,19.584518234337224,-11.994968811075356,19.291878580591636,-2.54426630206045,2.284971339648682,-0.9595975048860287,1.5433502864473307,-5.0885326041209,4.569942679297364,0.9595975048860287,1.5433502864473307,904.7009260998718,647.1963020082774,7924275.411708777,77.08642539102637,8759,7992.333333333333,False,False
34,-13.765131558009065,17.846382188297106,-11.208737983939361,17.603970955959362,-2.556393574069706,2.2802478553982874,-0.8966990387151489,1.4083176764767489,-5.112787148139412,4.560495710796575,0.8966990387151489,1.4083176764767489,908.5526040566131,641.6320466392608,7958012.258931873,75.70498915401302,8759,8304.0,False,False
35,-13.7849139896825,18.169298029518096,-11.251740192840645,17.906486727820575,-2.5331737968418566,2.2709648101369897,-0.9001392154272516,1.432518938225646,-5.066347593683713,4.541929620273979,0.9001392154272516,1.432518938225646,900.0470771343948,643.3237016482024,7883512.348620164,75.79632378125358,8759,8088.333333333333,False,False
36,-13.80732669253994,17.99130017272034,-11.274082772737874,17.71563687129076,-2.5332439198020684,2.268135058967528,-0.9019266218190299,1.4172509497032606,-5.066487839604137,4.536270117935056,0.9019266218190299,1.4172509497032606,899.1369805054971,642.7383329667119,7875540.81224765,76.4470830003425,8759,7968.333333333333,False,False
37,-13.782333889235014,17.92093207566962,-11.24028960005756,17.667492868807706,-2.5420442891774537,2.264054712951415,-0.8992231680046048,1.4133994295046164,-5.0840885783549075,4.52810942590283,0.8992231680046048,1.4133994295046164,903.5547967873719,639.2087945637863,7914236.46506059,76.04749400616508,8759,7968.333333333333,False,False
38,-13.833079808710952,17.67645600345746,-11.270098778614125,17.467980393401433,-2.562981030096829,2.2661694225712465,-0.9016079022891298,1.3974384314721147,-5.125962060193658,4.532338845142493,0.9016079022891298,1.3974384314721147,913.320145377952,639.7133136179358,7999771.153365482,75.64790501198767,8759,8208.5,False,False
39,-13.698264290530956,17.822895671568702,-11.112466100912375,17.60525533242959,-2.5857981896185804,2.274322600672414,-0.88899728807299,1.4084204265943672,-5.171596379237161,4.548645201344828,0.88899728807299,1.4084204265943672,915.6159969528657,635.1001839562363,8019880.51731015,73.80979563877155,8759,7968.333333333333,False,False
40,-13.319754065761773,17.30342010268441,-10.73271684524926,17.087875914748782,-2.5870372205125127,2.314897731766632,-0.8586173476199409,1.3670300731799025,-5.1740744410250255,4.629795463533264,0.8586173476199409,1.3670300731799025,909.4153350857608,639.1346249265346,7965568.920016179,75.22548236100012,8759,7968.333333333333,False,False
41,-13.537973689738948,17.43444639615978,-10.952339776971872,17.254201193770093,-2.5856339127670744,2.290239996742262,-0.87618718215775,1.3803360955016075,-5.171267825534149,4.580479993484524,0.87618718215775,1.3803360955016075,914.3805063016708,636.1127935656857,8009058.854696335,72.71378011188492,8759,8376.25,False,False
42,-13.682110527099844,18.477890170513458,-11.073026795953933,18.279990131876612,-2.609083731145909,2.3118731361596487,-0.8858421436763148,1.462399210550129,-5.218167462291818,4.6237462723192975,0.8858421436763148,1.462399210550129,920.3020958591018,638.4887654088864,8060926.057629872,73.53579175704989,8759,7920.5,False,False
43,-13.27450300643853,17.116921416718057,-10.668913448954369,16.93133380490218,-2.605589557484165,2.309052973592964,-0.8535130759163494,1.3545067043921748,-5.21117911496833,4.618105947185928,0.8535130759163494,1.3545067043921748,921.3681415380078,639.9159368624519,8070263.5517314095,72.83936522434068,8759,8400.5,False,False
44,-13.027986569188624,17.146654997996027,-10.40686266073674,16.956575366296434,-2.6211239084518843,2.3253036791662334,-0.8325490128589395,1.356526029303715,-5.2422478169037685,4.650607358332467,0.8325490128589395,1.356526029303715,922.4797221736437,639.2828694844476,8079999.886518945,71.02408950793469,8759,8112.333333333333,False,False
45,-13.33506659335463,18.157005837712934,-10.72549658025563,17.919432238861933,-2.6095700130990007,2.347415135442023,-0.8580397264204502,1.4335545791089548,-5.219140026198001,4.694830270884046,0.8580397264204502,1.4335545791089548,916.0625090075446,647.1248111594607,8023791.516397083,72.99920082201164,8759,7944.333333333333,False,False
46,-12.931854279209935,17.719648724594336,-10.306013436473764,17.474193196902892,-2.625840842736171,2.34917123287792,-0.8244810749179011,1.3979354557522314,-5.251681685472342,4.69834246575584,0.8244810749179011,1.3979354557522314,919.3238547939044,645.8286012514199,8052357.644139809,71.3551775316817,8759,7968.333333333333,False,False
47,-13.348911105637066,17.61578023198874,-10.719519262128165,17.443499220846498,-2.6293918435089005,2.3363881472223063,-0.8575615409702533,1.39547993766772,-5.258783687017801,4.6727762944446125,0.8575615409702533,1.39547993766772,925.5301888684478,643.5289325848402,8106718.924298734,72.10868820641626,8759,8424.333333333334,False,False
48,-13.264468214173382,17.58211204620095,-10.627183278034417,17.420430685282952,-2.637284936138965,2.337964194135678,-0.8501746622427534,1.3936344548226363,-5.27456987227793,4.675928388271356,0.8501746622427534,1.3936344548226363,930.3152155429192,645.6011727880367,8148630.972940429,71.69768238383377,8759,8376.333333333334,False,False
49,-14.426156884530325,20.7513145148764,-11.75406863115473,20.555046213192217,-2.6720882533755965,2.3414579192124956,-0.9403254904923785,1.6444036970553775,-5.344176506751193,4.682915838424991,0.9403254904923785,1.6444036970553775,941.9193586819724,641.7642910409356,8250271.662695397,71.48076264413746,8759,8184.5,False,False
50,-13.22359201110493,18.682093139444813,-10.59610549736817,18.445991954465367,-2.62748651373676,2.3536352981973465,-0.8476884397894536,1.4756793563572292,-5.25497302747352,4.707270596394693,0.8476884397894536,1.4756793563572292,922.0888887026517,644.5454306778834,8076576.576146526,71.54926361456788,8759,7920.5,False,False
51,-12.673642418056936,17.05784119847917,-10.019375706416987,16.88349970406573,-2.654266711639947,2.3683985585891225,-0.8015500565133589,1.3506799763252584,-5.308533423279894,4.736797117178245,0.8015500565133589,1.3506799763252584,926.4552208495992,640.2160562521401,8114821.27942164,69.97374129466834,8759,7968.333333333333,False,False
52,-13.839119392572092,19.231455327282543,-11.17042521600712,19.073033830098765,-2.6686941765649728,2.346625156332197,-0.8936340172805696,1.525842706407901,-5.3373883531299455,4.693250312664394,0.8936340172805696,1.525842706407901,939.070324527688,636.5044388698312,8225316.972538019,70.61308368535221,8759,8040.5,False,False
53,-13.175921334628093,17.982619984325336,-10.506811547480641,17.79908806526975,-2.6691097871474523,2.3502220458068517,-0.8405449237984514,1.4239270452215798,-5.338219574294905,4.700444091613703,0.8405449237984514,1.4239270452215798,936.3761856057453,639.88425618044,8201719.009720723,71.18392510560567,8759,7920.333333333333,False,False
54,-12.495131894966457,16.893620382695566,-9.808146560181356,16.72899920728747,-2.6869853347851005,2.356215872966389,-0.7846517248145086,1.3383199365829976,-5.373970669570201,4.712431745932778,0.7846517248145086,1.3383199365829976,939.7468673707696,635.1594686841358,8231242.811300571,68.1812992350725,8759,7968.333333333333,False,False
55,-12.985137084140964,18.07081186221345,-10.270629161313426,17.946051639512003,-2.7145079228275377,2.318810333427234,-0.821650332905074,1.43568413116096,-5.4290158456550754,4.637620666854468,0.821650332905074,1.43568413116096,954.4049011052938,625.6872354670008,8359632.528781268,66.53727594474255,8759,7920.333333333333,False,False
56,-12.817789897136084,17.68578034886509,-10.12942785005492,17.532843720058743,-2.6883620470811636,2.336644103039569,-0.8103542280043936,1.4026274976046995,-5.376724094162327,4.673288206079138,0.8103542280043936,1.4026274976046995,942.9871146966983,630.0390501563375,8259624.13762838,68.48955360200935,8759,7944.333333333333,False,False
57,-13.567023758920387,19.549677218970135,-10.865046616878082,19.38406019432775,-2.7019771420423044,2.3269889007082996,-0.8692037293502466,1.5507248155462197,-5.403954284084609,4.653977801416599,0.8692037293502466,1.5507248155462197,952.6531245459736,632.4425918796516,8344288.717898183,68.75214065532596,8759,8064.5,False,False
58,-13.669880388561253,19.845974735612376,-10.972502432541196,19.65903523708155,-2.697377956020057,2.3239662202785167,-0.8778001946032955,1.5727228189665239,-5.394755912040114,4.6479324405570335,0.8778001946032955,1.5727228189665239,951.9304193435538,634.370974957027,8337958.5430301875,68.82064162575637,8759,7848.5,False,False
59,-12.466049385334548,16.73208864223794,-9.776845110376026,16.610293915613166,-2.689204274958523,2.3421074414880834,-0.7821476088300818,1.3288235132490533,-5.378408549917046,4.684214882976167,0.7821476088300818,1.3288235132490533,943.3305503626938,632.3961471628935,8262632.290626835,68.06713095102181,8759,8352.333333333334,False,False
60,-13.193592597477904,19.11490110847834,-10.490179353714026,18.939983166232246,-2.7034132437638787,2.3393693058917986,-0.8392143482971222,1.5151986532985797,-5.406826487527757,4.678738611783597,0.8392143482971222,1.5151986532985797,947.3537747848952,631.7443401636142,8297871.713340897,68.1812992350725,8759,7872.333333333333,False,False
61,-13.265110572885549,18.974216786314365,-10.575086288503647,18.809852341703333,-2.6900242843819018,2.333958921552599,-0.8460069030802918,1.5047881873362667,-5.3800485687638036,4.667917843105198,0.8460069030802918,1.5047881873362667,942.8924608315263,628.4952437623854,8258795.0644233385,68.46671994519923,8759,7872.333333333333,False,False
62,-12.730810859089798,17.781089172410713,-10.041306146409662,17.65187168040324,-2.689504712680135,2.3263961282104004,-0.803304491712773,1.412149734432259,-5.37900942536027,4.652792256420801,0.803304491712773,1.412149734432259,943.4467865080171,628.2209098129924,8263650.403023722,67.64470830003425,8759,8040.333333333333,False,False
63,-13.25688348076028,18.425047859815635,-10.565024324950182,18.32493657830195,-2.6918591558100995,2.330618357477754,-0.8452019459960146,1.465994926264156,-5.383718311620199,4.661236714955508,0.8452019459960146,1.465994926264156,945.3229013905974,627.265983281997,8280083.293280243,68.96906039502227,8759,8304.0,False,False
64,-12.069222714506033,16.395008229478496,-9.396539305864094,16.27457372929516,-2.6726834086419418,2.3643804369371297,-0.7517231444691275,1.301965898343613,-5.3453668172838835,4.7287608738742595,0.7517231444691275,1.301965898343613,929.4588866277097,633.5066334923876,8141130.387972109,67.41637173193287,8759,8040.5,False,False
65,-13.023863755023262,18.781748640687972,-10.347823341537401,18.622876458923002,-2.6760404134858633,2.3332257140638246,-0.8278258673229921,1.4898301167138401,-5.352080826971727,4.666451428127649,0.8278258673229921,1.4898301167138401,935.3780406788519,627.4509919185048,8192976.258306064,67.39353807512273,8759,7872.333333333333,False,False
66,-12.04842208594277,16.44241819749373,-9.371533239085501,16.296860339486535,-2.6768888468572682,2.347235379961517,-0.7497226591268401,1.303748827158923,-5.3537776937145365,4.694470759923034,0.7497226591268401,1.303748827158923,933.5668697052628,631.1479605018629,8177112.211748397,67.90729535335083,8759,7968.333333333333,False,False
67,-12.239097777478673,16.43474495497484,-9.561337182798502,16.312915981666254,-2.677760594680169,2.35241379340124,-0.7649069746238801,1.3050332785333003,-5.355521189360338,4.70482758680248,0.7649069746238801,1.3050332785333003,935.1773989808339,631.8552801922465,8191218.837673124,69.1060623358831,8759,8424.333333333334,False,False
68,-12.15894675227653,16.390841145275125,-9.471173024683788,16.25735186655012,-2.687773727592742,2.375926670495136,-0.757693841974703,1.3005881493240097,-5.375547455185484,4.751853340990272,0.757693841974703,1.3005881493240097,933.0043665370418,632.9265408127849,8172185.24649795,68.92339308140198,8759,8232.5,False,False
69,-12.04958846739041,16.50758346743028,-9.351380746959641,16.3550009708741,-2.6982077204307715,2.3723439146251484,-0.7481104597567712,1.308400077669928,-5.396415440861543,4.744687829250297,0.7481104597567712,1.308400077669928,936.1829936467711,634.774288044484,8200026.841352069,67.48487270236329,8759,8040.5,False,False
70,-13.162319968063922,19.49783682778867,-10.45823366521335,19.321190620571667,-2.7040863028505733,2.3738388941142223,-0.8366586932170679,1.5456952496457335,-5.4081726057011466,4.747677788228445,0.8366586932170679,1.5456952496457335,940.4320452413388,635.7997869813538,8237244.284268886,67.56479050119877,8759,7848.5,False,False
71,-12.692978192575557,17.927493597886624,-9.940333573123825,17.80007941362122,-2.7526446194517327,2.374921378505391,-0.7952266858499059,1.4240063530896976,-5.505289238903465,4.749842757010782,0.7952266858499059,1.4240063530896976,957.4326206477448,628.4727762369481,8386152.324253596,67.0738668797808,8759,8304.0,False,False
72,-12.105283733972508,16.527018236048647,-9.376198031937431,16.411298734244,-2.729085702035075,2.3603028166106372,-0.7500958425549946,1.31290389873952,-5.45817140407015,4.7206056332212745,0.7500958425549946,1.31290389873952,950.9325158700292,629.5272321668211,8329217.906505586,65.86368306884347,8759,8352.333333333334,False,False
73,-12.621014470821978,17.762411947677272,-9.877329032395675,17.64449237918908,-2.743685438426302,2.3409627259751242,-0.7901863225916539,1.4115593903351265,-5.487370876852604,4.6819254519502485,0.7901863225916539,1.4115593903351265,955.1906388179879,622.4791775252371,8366514.805406756,67.14236785021122,8759,8208.333333333334,False,False
74,-12.104672237983849,16.452782222660936,-9.395193209915643,16.325442036902537,-2.709479028068204,2.366073204729501,-0.7516154567932515,1.306035362952203,-5.418958056136408,4.732146409459002,0.7516154567932515,1.306035362952203,943.0464927145459,631.6191003679974,8260144.229686708,67.61045781481904,8759,8064.5,False,False
75,-12.05296792719159,16.33140313284213,-9.353317436755642,16.203520947350817,-2.6996504904359484,2.357510309195607,-0.7482653949404514,1.2962816757880653,-5.399300980871897,4.715020618391214,0.7482653949404514,1.2962816757880653,939.9846034364839,631.1171213735419,8233325.141500163,67.32503710469231,8759,8328.5,False,False
76,-12.027122648374192,16.4102805889168,-9.332242755577274,16.283993837428635,-2.6948798927969135,2.368094767419061,-0.746579420446182,1.3027195069942907,-5.389759785593827,4.736189534838122,0.746579420446182,1.3027195069942907,935.653583564189,631.5364830752461,8195389.738438732,68.14704874985729,8759,8304.5,False,False
77,-12.691346281709452,18.313206509582866,-9.95979649375704,18.201362702283756,-2.731549787952413,2.349438442530921,-0.7967837195005631,1.4561090161827004,-5.463099575904826,4.698876885061842,0.7967837195005631,1.4561090161827004,952.4340321097492,626.3898857652064,8342369.687249293,65.80659892681813,8759,7968.333333333333,False,False
78,-12.471658032252485,16.928162239593988,-9.774984878203377,16.844082387291134,-2.696673154049107,2.34676417653245,-0.7819987902562702,1.3475265909832908,-5.393346308098214,4.6935283530649,0.7819987902562702,1.3475265909832908,940.9516794136716,627.9941776299593,8241795.75998435,68.56947140084485,8759,8376.333333333334,False,False
79,-12.627905428788681,17.450164595984653,-9.94502443155691,17.33509926097211,-2.682880997231771,2.3521154843014873,-0.7956019545245526,1.3868079408777687,-5.365761994463542,4.704230968602975,0.7956019545245526,1.3868079408777687,935.611277712243,631.5260104611958,8195019.1814815365,69.45998401644023,8759,8304.5,False,False
80,-13.725355821129709,20.291810712432756,-11.013556259637891,20.155922317401387,-2.711799561491814,2.3615333460439936,-0.8810845007710313,1.612473785392111,-5.423599122983628,4.723066692087987,0.8810845007710313,1.612473785392111,946.869398888613,628.9956659951453,8293629.064865361,69.3229820755794,8759,7848.5,False,False
81,-12.05840901890627,16.242199291427493,-9.375160988191714,16.127204251308754,-2.683248030714557,2.3636905906733383,-0.750012879055337,1.2901763401047002,-5.366496061429114,4.727381181346677,0.750012879055337,1.2901763401047002,933.1384883065389,631.2613676905684,8173360.019076974,67.97579632378125,8759,8256.5,False,False
82,-12.018027089480594,16.28334104890347,-9.321434809935067,16.16115854823623,-2.696592279545529,2.3801993216777633,-0.7457147847948054,1.2928926838588983,-5.393184559091058,4.7603986433555265,0.7457147847948054,1.2928926838588983,934.1079834823205,630.8871838585985,8181851.827321645,67.2222856490467,8759,8280.5,False,False
83,-11.991553843194023,16.327987045698478,-9.29459724276103,16.22190559497403,-2.696956600432993,2.380058224666394,-0.7435677794208823,1.2977524475979225,-5.393913200865986,4.760116449332788,0.7435677794208823,1.2977524475979225,935.3944230549808,632.12983692606,8193119.7515385775,66.777029341249,8759,8400.5,False,False
84,-11.962002456572526,16.297019059167404,-9.262429096616176,16.15676509091831,-2.6995733599563505,2.409430351890315,-0.7409943277292941,1.2925412072734648,-5.399146719912701,4.81886070378063,0.7409943277292941,1.2925412072734648,931.2208673815746,637.0577252895532,8156563.577395212,66.93686493891997,8759,8088.333333333333,False,False
85,-11.974786670545603,16.292479188500106,-9.287717070002733,16.16830904095926,-2.6870696005428694,2.4019415602828422,-0.7430173656002187,1.2934647232767411,-5.374139201085739,4.8038831205656845,0.7430173656002187,1.2934647232767411,929.8855862601109,637.1367652562543,8144867.850052312,67.53054001598356,8759,8328.5,False,False
86,-12.83320149664322,18.11004921580019,-10.129133507779102,18.003502337400594,-2.704067988864116,2.4035914158319898,-0.8103306806223283,1.4402801869920476,-5.408135977728232,4.8071828316639795,0.8103306806223283,1.4402801869920476,933.956851932317,633.5030320086566,8180528.066075165,67.8844616965407,8759,8112.333333333333,False,False
87,-13.069085259673006,18.822906730590834,-10.35117811361249,18.729463954472227,-2.7179071460605155,2.3819972096364856,-0.8280942490889992,1.4983571163577782,-5.435814292121031,4.763994419272971,0.8280942490889992,1.4983571163577782,941.8029880777289,628.6159554130701,8249252.372572827,66.54869277314762,8759,8256.5,False,False
88,-12.005384314013792,16.279658258768762,-9.302702883893899,16.195620161157482,-2.7026814301198923,2.4008669701424634,-0.744216230711512,1.2956496128925987,-5.4053628602397845,4.801733940284927,0.744216230711512,1.2956496128925987,934.9164268862759,635.3558997441718,8188932.98309689,65.86368306884347,8759,8328.5,False,False
89,-12.212544880107309,16.879200689293366,-9.506559015527706,16.771228190859482,-2.705985864579603,2.4015191850346,-0.7605247212422164,1.3416982552687586,-5.411971729159206,4.8030383700692,0.7605247212422164,1.3416982552687586,935.0449329262342,635.8238708280634,8190058.567500886,66.26327206302089,8759,8208.0,False,False
