month,day_of_month,hour,lozaradiante_zonanorth_heating_rate,lozaradiante_zonasouth_heating_rate,lozaradiante_zonaeast_heating_rate,lozaradiante_zonawest_heating_rate,outdoor_temperature,outdoor_humidity,north_perimeter_air_temperature,south_perimeter_air_temperature,east_perimeter_air_temperature,west_perimeter_air_temperature,north_perimeter_air_humidity,south_perimeter_air_humidity,east_perimeter_air_humidity,west_perimeter_air_humidity,heat_pump_power,total_electricity_HVAC
1.0,21.0,0.0,5493.65673828125,5641.453125,3643.22900390625,3643.237060546875,23.115999221801758,69.85529327392578,24.887374877929688,24.209272384643555,25.475683212280273,25.475679397583008,100.0,65.43475341796875,60.66847610473633,60.668495178222656,1436.197021484375,5170309.5
1.0,21.0,1.0,7752.92626953125,0.0,5087.10546875,5087.107421875,22.743999481201172,71.44336700439453,24.82466697692871,24.10986328125,25.42342758178711,25.423398971557617,100.0,65.82405090332031,60.85308074951172,60.853179931640625,1358.29931640625,4889877.5
1.0,21.0,2.0,1228.751220703125,0.0,0.0,0.0,22.46500015258789,72.66118621826172,24.77357292175293,23.876222610473633,25.37323760986328,25.373300552368164,100.0,66.7522201538086,61.031005859375,61.03078079223633,0.0,0.0
1.0,21.0,3.0,278.0441589355469,0.0,0.0,0.0,22.18600082397461,73.90239715576172,24.643478393554688,23.638038635253906,25.126708984375,25.13624382019043,100.0,67.71367645263672,61.929161071777344,61.894004821777344,0.0,0.0
1.0,21.0,4.0,0.0,0.0,0.0,0.0,22.0,74.74317932128906,24.402191162109375,23.32573890686035,24.692548751831055,24.69669532775879,100.0,68.99878692626953,63.55049133300781,63.53474426269531,0.0,0.0
1.0,21.0,5.0,0.0,0.0,0.0,0.0,22.18600082397461,73.90239715576172,24.15270233154297,22.99019432067871,24.21974754333496,24.222360610961914,100.0,70.41065216064453,65.37181854248047,65.36157989501953,0.0,0.0
1.0,21.0,6.0,103.89716339111328,0.0,0.0,0.0,22.836999893188477,71.04257202148438,23.750263214111328,22.735820770263672,23.79205894470215,23.793882369995117,100.0,71.50263214111328,67.0710678100586,67.06371307373047,0.0,0.0
1.0,21.0,7.0,0.0,0.0,0.0,0.0,24.417999267578125,64.60233306884766,23.6007022857666,22.5173397064209,23.33255958557129,23.506662368774414,100.0,72.45650482177734,68.95467376708984,68.23410034179688,0.0,0.0
1.0,21.0,8.0,0.0,0.0,0.0,0.0,26.184999465942383,58.17129135131836,23.49356460571289,22.4205322265625,23.18055534362793,23.29952049255371,100.0,72.88427734375,69.59246063232422,69.09403228759766,0.0,0.0
1.0,21.0,9.0,232.5255126953125,0.0,0.0,0.0,27.766000747680664,53.02472686767578,23.394834518432617,22.35424041748047,23.064422607421875,23.149194717407227,100.0,73.17984771728516,70.08677673339844,69.72835540771484,0.0,0.0
1.0,21.0,10.0,0.0,0.0,0.0,0.0,29.160999298095703,48.90790557861328,23.32274627685547,22.312496185302734,22.96900177001953,23.02400016784668,100.0,73.36798858642578,70.49812316894531,70.26380920410156,0.0,0.0
1.0,21.0,11.0,0.0,0.0,0.0,0.0,30.090999603271484,46.36429214477539,23.274999618530273,22.29241180419922,22.89618682861328,22.93520736694336,100.0,73.46037292480469,70.81597137451172,70.64878845214844,0.0,0.0
1.0,21.0,12.0,147.20985412597656,0.0,0.0,0.0,30.834999084472656,44.436912536621094,23.240161895751953,22.284549713134766,22.839813232421875,22.869104385375977,100.0,73.49858856201172,71.06486511230469,70.93883514404297,0.0,0.0
1.0,21.0,13.0,0.0,0.0,0.0,0.0,31.299999237060547,43.27839279174805,23.214996337890625,22.279579162597656,22.78950309753418,22.81131935119629,100.0,73.52406311035156,71.28839874267578,71.19417572021484,0.0,0.0
1.0,21.0,14.0,104.89078521728516,0.0,0.0,0.0,31.299999237060547,43.27839279174805,23.18931007385254,22.268375396728516,22.743745803833008,22.760805130004883,100.0,73.577392578125,71.49234771728516,71.41841888427734,0.0,0.0
1.0,21.0,15.0,0.0,0.0,0.0,0.0,30.742000579833984,44.67279815673828,23.152151107788086,22.23652458190918,22.682857513427734,22.696239471435547,100.0,73.7229995727539,71.7615966796875,71.70335388183594,0.0,0.0
1.0,21.0,16.0,0.0,0.0,0.0,0.0,29.99799919128418,46.611793518066406,23.101829528808594,22.186107635498047,22.611055374145508,22.621952056884766,100.0,73.95193481445312,72.07817840576172,72.030517578125,0.0,0.0
1.0,21.0,17.0,0.0,0.0,0.0,0.0,29.06800079345703,49.17082595825195,23.035917282104492,22.117280960083008,22.505495071411133,22.51439094543457,100.0,74.26423645019531,72.54331970214844,72.50411987304688,0.0,0.0
1.0,21.0,18.0,0.0,0.0,0.0,0.0,27.67300033569336,53.31281280517578,22.946786880493164,22.020559310913086,22.37337875366211,22.38068962097168,100.0,74.7041244506836,73.12793731689453,73.09542083740234,0.0,0.0
1.0,21.0,19.0,0.0,0.0,0.0,0.0,26.649999618530273,56.601261138916016,22.846158981323242,21.9121150970459,22.234371185302734,22.24044418334961,100.0,75.1999282836914,73.7471694946289,73.71991729736328,0.0,0.0
1.0,21.0,20.0,120.3264389038086,0.0,0.0,0.0,25.812999725341797,59.462745666503906,22.7373046875,21.800609588623047,22.09513282775879,22.100210189819336,100.0,75.71295166015625,74.37223815917969,74.34922790527344,0.0,0.0
1.0,21.0,21.0,15406.4150390625,0.0,0.0,0.0,24.97599983215332,62.488616943359375,22.684804916381836,21.674882888793945,21.94147300720215,21.945655822753906,100.0,76.29570770263672,75.06849670410156,75.0493392944336,1492.6558837890625,5373561.0
1.0,21.0,22.0,5555.20361328125,0.0,6519.76171875,6516.73291015625,24.325000762939453,64.96239471435547,22.83846092224121,21.551347732543945,21.86345672607422,21.866748809814453,100.0,76.87279510498047,75.4223403930664,75.40718078613281,1529.69677734375,5506908.5
1.0,21.0,23.0,0.0,0.0,0.0,14888.109375,23.673999786376953,67.54719543457031,23.00156021118164,21.438405990600586,21.96031951904297,22.135555267333984,100.0,77.40421295166016,74.97291564941406,74.17610168457031,1305.472900390625,4699702.5
7.0,21.0,0.0,9828.3837890625,0.0,7594.2783203125,0.0,1.399999976158142,99.99999237060547,21.46147346496582,21.69133186340332,21.075727462768555,21.680368423461914,33.82856750488281,26.056156158447266,27.057998657226562,26.073627471923828,1484.552978515625,4699702.5
7.0,21.0,1.0,0.0,0.0,7856.27685546875,10668.7333984375,1.399999976158142,99.99999237060547,21.081336975097656,20.60604476928711,20.709318161010742,19.950407028198242,42.12550735473633,27.851552963256836,27.67484474182129,29.00344467163086,1481.48583984375,4699702.5
7.0,21.0,2.0,8646.7041015625,0.0,4482.11376953125,5053.9267578125,1.399999976158142,99.99999237060547,20.161235809326172,19.677249908447266,20.741613388061523,20.093585968017578,51.79852294921875,29.49909019470215,27.619844436645508,28.74738883972168,1544.8304443359375,4699702.5
7.0,21.0,3.0,0.0,0.0,9078.7060546875,9564.6259765625,1.399999976158142,99.99999237060547,19.999706268310547,18.873794555664062,20.727407455444336,20.25312042236328,56.23016357421875,31.0130672454834,27.644023895263672,28.465076446533203,1454.790771484375,4699702.5
7.0,21.0,4.0,0.0,0.0,9185.7509765625,9462.5966796875,1.399999976158142,99.99999237060547,19.623220443725586,18.20589828491211,20.964723587036133,20.620153427124023,63.81694030761719,32.3382682800293,27.24322509765625,27.827335357666016,1409.80712890625,4699702.5
7.0,21.0,5.0,0.0,0.0,9294.5615234375,9472.6767578125,1.399999976158142,99.99999237060547,19.155941009521484,17.63994026184082,21.24444007873535,20.989225387573242,69.71052551269531,33.511146545410156,26.77918815612793,27.20221710205078,1380.9061279296875,4699702.5
7.0,21.0,6.0,0.0,0.0,9327.6826171875,9444.62890625,1.399999976158142,99.99999237060547,18.699220657348633,17.21939468383789,21.58746910095215,21.421228408813477,77.45465087890625,34.413639068603516,26.22221565246582,26.490493774414062,1358.815185546875,4699702.5
7.0,21.0,7.0,0.0,0.0,9349.01171875,9426.5634765625,1.399999976158142,99.99999237060547,18.27179718017578,16.840139389038086,21.87569808959961,21.764528274536133,84.90171813964844,35.25098419189453,25.76428985595703,25.939838409423828,1341.5738525390625,4699702.5
7.0,21.0,8.0,0.0,0.0,9363.205078125,9414.7646484375,1.399999976158142,99.99999237060547,17.885366439819336,16.507320404052734,22.114295959472656,22.039766311645508,91.96592712402344,36.00468444824219,25.39202308654785,25.507652282714844,1327.837890625,4699702.5
7.0,21.0,9.0,0.0,0.0,9372.8046875,9407.126953125,1.399999976158142,99.99999237060547,17.545934677124023,16.216463088989258,22.308748245239258,22.258935928344727,98.5819091796875,36.67819595336914,25.093109130859375,25.169301986694336,1316.8475341796875,4699702.5
7.0,21.0,10.0,0.0,0.0,9379.3525390625,9402.2158203125,1.399999976158142,99.99999237060547,17.24656105041504,15.963489532470703,22.46316146850586,22.429899215698242,100.0,37.27549362182617,24.858564376831055,24.908878326416016,1308.047119140625,4699702.5
