energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,avg_pmv,price_kwh
,,,,,,,
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.3562307343928027,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.28544182947653857,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.15741043637971483,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.02459693403710228,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.07406566853880618,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.166843755980718,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.22533919352503984,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.27222132622541745,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3059211442246111,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3277859849119892,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3416321032286301,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.34944215036670173,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.353762205466301,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3583500936888047,4.556
-0.00525477261118104,-0.0,-0.01050954522236208,-0.0,2.306748292880176,0.0,-0.3673516561638403,4.556
-0.44357297139792234,-0.08509238666381988,-0.8871459427958447,-0.00680739093310559,194.72035618872798,0.00680739093310559,-0.38005072358728803,4.556
-1.5969915954800786,-0.36031098088228847,-3.1939831909601573,-0.028824878470583078,277.9068294579446,0.028824878470583078,-0.3917902442349967,11.493
-0.0,-0.8708710946097409,-0.0,-0.06966968756877927,0.0,0.06966968756877927,-0.41042031685565306,11.493
-0.0,-1.4096463153004075,-0.0,-0.1127717052240326,0.0,0.1127717052240326,-0.4355579025523754,11.493
-0.0,-2.1360465084801508,-0.0,-0.17088372067841207,0.0,0.17088372067841207,-0.4677459685302721,11.493
-0.0,-3.3175747702447924,-0.0,-0.2654059816195834,0.0,0.2654059816195834,-0.5050329056588757,11.493
-2.750083700183232,-4.064282543259223,-5.500167400366464,-0.32514260346073787,1207.2360404667393,0.32514260346073787,-0.5306668071327635,4.556
-3.1651485553401604,-2.9318818715061408,-6.330297110680321,-0.23455054972049127,1389.4418592362426,0.23455054972049127,-0.5028149513261341,4.556
-3.0727321269162537,-32.89563824329467,-6.1454642538325075,-2.631651059463574,1348.872751060691,2.631651059463574,-1.056676440342261,4.556
-3.229090237950483,-50.86691784122357,-6.458180475900966,-4.0693534272978855,1417.5110789949442,4.0693534272978855,-1.2486646981371434,4.556
-3.1669965415086017,-50.347769219880625,-6.333993083017203,-4.02782153759045,1390.2530910924502,4.02782153759045,-1.2496474443158432,4.556
-3.122217114864414,-50.40060965901294,-6.244434229728828,-4.032048772721035,1370.5957484040448,4.032048772721035,-1.2447365516991746,4.556
