energy_term,comfort_term,energy_penalty,comfort_penalty,total_power_demand,total_temperature_violation,avg_pmv,price_kwh
,,,,,,,
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.3562307343928027,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.28544182947653857,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.15741043637971483,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.04397931321913314,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.06660699116761937,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.17241640107267278,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2317589951269864,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2771613238854664,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.30927177786425836,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.33008597570942527,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.34326503578654205,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3506509383592336,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3546630210857302,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3590685693207271,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.36795052409959017,4.556
-0.0,-0.09148000392433887,-0.0,-0.00731840031394711,0.0,0.00731840031394711,-0.3821352495525199,4.556
-0.10363235624435713,-0.46653641439475135,-0.20726471248871425,-0.03732291315158011,18.03399569204857,0.03732291315158011,-0.4019114273047693,11.493
-1.0893566105626646,-1.3703638351644616,-2.1787132211253293,-0.10962910681315693,189.56871322764545,0.10962910681315693,-0.4330303109690914,11.493
-3.3995604019764896,-1.963639254971855,-6.799120803952979,-0.1570911403977484,591.58799303515,0.1570911403977484,-0.456705740309782,11.493
-6.022981064921564,-2.0928013275999193,-12.045962129843128,-0.16742410620799353,1048.1129496078595,0.16742410620799353,-0.45373950197520635,11.493
-7.859818053443971,-1.807704407354508,-15.719636106887942,-0.14461635258836064,1367.7574268587784,0.14461635258836064,-0.3815034621794387,11.493
-1.5866490193884704,-0.0,-3.1732980387769407,-0.0,696.5096661055621,0.0,-0.2903362896298456,4.556
-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.2228574863493531,4.556
-0.0,-29.18205832373937,-0.0,-2.3345646658991495,0.0,2.3345646658991495,-1.0121259813531729,4.556
-3.4960360931360266,-64.7581125952963,-6.992072186272053,-5.180649007623703,1534.695387680433,5.180649007623703,-1.3940158513808818,4.556
-3.334279260555813,-68.49574647741309,-6.668558521111626,-5.479659718193048,1463.6871205249397,5.479659718193048,-1.437671849271738,4.556
-3.2424111489516303,-66.80125620843768,-6.484822297903261,-5.344100496675014,1423.3587133238061,5.344100496675014,-1.4248254580497892,4.556
